word,frequency,label
发票,43955,0
公司,42399,0
行业,29795,0
代开,29611,0
付款,27198,0
电话,26645,0
正规,19215,0
保真,15129,0
打扰,14638,0
低保真,13809,0
登录,13774,2
尊敬,13668,0
验后,13450,0
增值税,12418,0
账户,12057,2
北京,9983,0
客户,9912,0
元,9699,2
现金,9631,0
微信,9243,0
兑换,8820,2
积分,8731,2
分,8645,2
即将,8620,2
到期,8590,2
清零,8590,2
小时,8477,2
农业银行,8354,2
网址,8350,2
长期,7994,0
核实,6927,2
机打,6926,0
工商银行,6126,2
办理,5700,0
经理,5024,0
支票,4892,0
兑现,4754,0
验证,4685,0
普通,4657,0
对外,4531,0
走账,4461,0
年代,4440,0
海涵,4415,0
以备,4331,0
急用,4183,0
低,4032,0
需要,4031,0
恭喜发财,4007,0
材料,3916,0
各种,3743,0
见谅,3702,0
用户,3689,2
可验,3685,0
被,3582,2
提示,3575,2
可开,3565,0
因,3563,2
冻结,3557,2
解冻,3552,2
按,3463,2
工行,3461,2
未分类,3461,2
个人信息,3461,2
工程款,3440,0
高,3420,0
我行,3323,2
谅解,3293,0
额度,3240,2
常,3136,0
广告,3091,0
专业,3083,0
点底,3039,0
联系电话,2993,0
信用卡,2849,2
科技,2848,0
各类,2783,0
联系,2764,0
国税发,2744,0
代办,2718,0
先生,2568,0
服务,2441,0
工程,2436,0
对公,2402,0
票,2388,0
价格,2378,0
票机,2354,0
打普增,2354,0
专增票,2354,0
真点,2354,0
小赵,2354,0
全国,2331,0
详询,2272,0
常年,2233,0
税点,2224,0
张,2112,0
李,2078,0
李经理,2029,0
北京市,2025,0
同号,1999,0
款,1952,0
请谅解,1945,0
办公用品,1944,0
王经理,1936,0
开发票,1932,0
各行各业,1920,0
租赁,1815,0
等等,1756,0
王先生,1730,0
提额,1700,2
申请,1663,2
查验,1657,0
国税,1655,0
建筑,1635,0
万,1590,2
综合,1589,2
评分,1589,2
良好,1588,2
万元,1578,2
白金,1575,2
或升,1575,2
普通机,1539,0
号码,1492,2
业务,1471,0
及,1467,0
餐饮,1444,0
低验,1436,0
绝对,1432,0
专增,1388,0
此,1372,0
用后,1368,0
發票,1360,0
普增,1357,0
联系人,1355,0
多余,1347,0
长期有效,1335,0
代,1319,0
长,1304,0
票务,1302,0
增值,1295,0
刻章,1295,0
加油,1266,0
票点,1266,0
敬请,1264,0
赵,1264,0
小,1231,0
专票,1225,0
材料费,1219,0
保存,1212,2
张伟,1206,0
点低,1200,0
合作,1198,2
及时,1164,2
网上,1155,0
增税,1144,0
咨询,1144,0
致电,1136,0
公,1107,0
酒店,1086,0
机械,1084,0
办证,1068,0
劳务,1066,0
保留,1058,0
普通发票,1018,0
需,1004,0
是,1001,2
不,995,0
房屋,988,0
以及,988,0
张婷,988,0
志诚,972,0
为您服务,972,0
建筑材料,972,0
可验证,964,0
钱,957,0
威信,929,0
各项,924,0
详情,897,3
给,881,2
提升,879,2
可查,872,0
标准,854,2
已达,846,2
工作日内,846,2
永久,840,0
之前,821,2
设备,788,0
住宿,770,0
住宿费,761,0
真,750,0
改为,743,2
谢谢您,743,2
广告设计,731,0
医疗器械,731,0
会议,731,0
刘华,731,0
费,731,0
科技咨询,723,0
微,698,0
信号,698,0
刘,697,0
