word,frequency,label
公司,81165,0
发票,79884,0
付款,65760,0
行业,60252,0
代开,60195,0
电话,54225,0
现金,40308,2
保真,37824,0
验后,33699,0
北京,30681,0
打扰,26967,1
元,26496,2
尊敬,25812,2
积分,25710,2
兑换,25590,2
清零,25383,2
长期,25284,0
账户,25242,2
登录,25239,2
中国银行,25194,2
中行,25146,2
点底,24258,0
正规,18489,0
高,16947,0
联系电话,16938,0
先生,16368,0
低保真,16293,0
逾期,15441,2
客户,15333,2
已满,15069,2
可兑换,15069,2
各种,14277,0
微信,13431,0
增值税,12546,0
对外,11367,0
分,11361,2
经理,10719,0
用户,10479,2
即将,10413,2
小时,10200,2
网址,10176,2
到期,10173,2
我行,10083,2
恭喜发财,9582,0
海涵,9444,0
请谅解,8313,0
验证,8085,0
代办,7692,0
同号,7668,0
国税发,7656,0
票普增,7656,0
专增点,7656,0
谅解,7524,0
低验,7494,0
普增,7437,0
专用,7437,0
会计,7287,0
王经理,7185,0
税点,6675,0
保頁验,6666,0
可用,6525,0
见谅,6309,1
上网,6207,0
咨询电话,6051,2
张,5709,0
详询,5577,2
刘,5352,0
配套,5283,2
价格,5268,0
查询电话,5262,0
起,5139,2
票据,5079,0
机打,5064,0
王伟,5019,0
过,4992,0
咨询,4923,0
联系,4815,0
来电,4776,0
欢迎,4716,0
联系人,4665,0
一层,4554,2
需要,4491,0
湿地,4206,2
多余,4125,0
周先生,4077,0
外地,4062,0
交通,3996,2
平米,3993,2
一,3933,0
优惠,3897,0
全国,3816,0
服务,3801,1
材料,3795,0
买,3732,2
长期有效,3699,0
万,3684,2
酒店,3657,1
公寓,3645,1
上门,3645,1
白领,3645,1
模特,3645,1
留学生,3645,1
如扰,3513,0
信用卡,3480,2
合作,3420,0
税务,3396,0
王望,3360,0
机会,3360,0
都,3339,0
新票,3315,0
老票,3315,0
紧邻,3300,2
常,3261,0
年代,3261,0
低,3099,0
专业,3030,3
还,2865,2
诚信,2859,3
齐全,2823,2
独门独院,2814,2
赔百,2808,0
便利,2799,2
万套,2799,2
工程款,2796,0
取现,2754,2
垫,2754,2
到,2748,2
热线,2745,1
开盘,2739,2
非诚,2703,1
勿扰,2703,1
国内外,2676,1
美女,2676,1
法意,2676,1
俄黑,2676,1
韩,2676,1
学妹,2676,1
三线,2676,1
明星,2676,1
无需,2676,1
定金,2676,1
王力,2637,0
及,2637,2
首付,2541,2
全新,2532,2
赵,2505,0
通州,2499,2
完善,2484,2
各行各业,2433,0
抢房,2394,2
李,2388,0
致电,2385,2
广告,2370,0
户型,2361,2
代开个,2358,0
送,2349,2
城,2346,2
保,2310,0
全明,2301,2
孔雀,2277,2
京东,2277,2
又,2277,2
立作,2277,2
详情,2277,2
绝对,2154,0
农庄,2103,2
公园,2103,2
最低,2082,0
女士,2082,0
做,2019,0
出售,2010,0
各地,1986,0
类型,1986,0
永久,1974,0
李经理,1944,0
农家院,1908,2
老板,1872,0
钱,1833,0
走账,1830,0
支票,1830,0
兑现,1830,0
王,1815,0
可低,1671,0
扣,1671,0
用后,1671,0
郭经理,1671,0
真假,1656,0
国地,1647,0
通用机,1647,0
抵扣,1647,0
等票,1647,0
真点,1647,0
可验证,1647,0
办理,1542,2
不,1518,2
科技,1509,0
特价,1473,2
各行,1425,0
房租,1404,0
等等,1404,0
