word,frequency,label
发票,45941,0
公司,43171,0
行业,32395,0
代开,31821,0
付款,30601,0
电话,25588,0
正规,17992,0
尊敬,16749,0
打扰,16697,0
保真,15870,0
验后,13174,0
账户,12877,2
登录,12871,2
客户,11816,0
低保真,11713,0
北京,11703,0
元,11565,3
增值税,11129,0
分,8919,2
积分,8914,2
兑换,8911,2
清零,8867,2
即将,8865,2
小时,8863,2
现金,8855,2
农业银行,8855,2
到期,8847,2
网址,8847,2
长期,8519,0
核实,8041,2
工商银行,7576,2
微信,6907,1
机打,6576,0
先生,6361,0
高,6285,0
我行,6246,2
酒店,6118,1
提额,5366,2
公寓,5339,1
各种,5281,2
上门服务,5179,1
模特,5176,1
白领,5176,1
见谅,5119,0
恭喜发财,5101,0
联系电话,4942,0
用户,4882,2
年代,4869,0
谅解,4465,0
点底,4297,0
洋妞,4297,1
无需,4297,1
定金,4297,1
对外,4254,0
材料,4197,0
因,4149,2
被,4136,2
冻结,4136,2
解冻,4128,2
工行,4019,2
未分类,4016,2
个人信息,4016,2
按,4016,2
提示,4016,2
需要,4007,0
联系,3950,0
常,3737,0
普通,3724,0
可验,3665,0
标准,3442,2
提升,3442,2
走账,3408,0
广告,3407,0
满意,3263,1
工程,3228,0
致电,3219,2
王经理,3193,0
诚信,3122,0
不,3108,0
票,3097,0
详情,3051,2
专业,3026,0
美女,3020,1
信用卡,2997,2
各类,2969,0
验证,2927,0
支票,2904,0
请谅解,2902,0
张,2888,0
热线,2853,1
空姐,2818,1
少妇,2818,1
三线,2808,1
明星,2808,1
全国,2807,1
海涵,2803,0
国内外,2787,1
高端,2787,1
刻章,2691,0
已达,2676,2
工作日内,2676,2
学生,2602,1
工程款,2590,0
经理,2534,0
低,2515,0
服务,2460,0
提供,2430,1
兑现,2415,0
清纯,2358,1
学妹,2358,1
韩,2358,1
法意,2358,1
俄,2358,1
办证,2339,0
科技,2338,0
敬请,2304,0
韩欧美,2156,1
国税,2143,0
等等,2133,3
用后,2064,0
劳务,2058,0
价格,2011,0
对公,1993,0
建筑,1986,2
急用,1964,0
代,1955,0
常年,1935,0
办理,1901,2
普增,1898,0
一层,1886,2
北京市,1884,0
普通发票,1859,0
以备,1859,0
开发票,1779,0
低验,1776,0
可开,1758,0
联系人,1749,0
带,1723,0
可验证,1664,0
办公用品,1653,0
各行各业,1639,0
可代开,1625,0
保留,1562,0
款,1554,0
咨询电话,1513,0
网上,1501,0
增值,1489,0
用,1472,0
多余,1435,0
长期有效,1401,0
微,1346,0
信号,1346,0
现房,1322,2
查询,1289,0
李经理,1287,0
费,1286,0
优惠,1259,0
赵,1259,0
价格低,1255,0
会计,1221,0
各个,1203,0
点低,1196,0
材料费,1173,0
专票,1160,0
及时,1153,2
详询,1135,0
长,1132,0
精装,1124,2
姿色,1122,1
税,1117,0
真,1108,0
张伟,1093,0
餐饮,1081,0
专用发票,1080,0
六层,1050,2
电梯,1050,2
税点,1049,0
金发碧眼,1034,1
北影,1034,1
在校学生,1034,1
多,1021,2
送,1018,2
刘,1010,0
咨询,1002,0
杨经理,991,0
买,984,2
小凡,977,0
万,959,2
额度,951,2
房源,950,2
服务费,944,0
亦庄,943,2
开发区,943,2
一套,943,2
板楼,943,2
欲购从速,943,2
总款,942,2
加油,941,0
实习,905,1
护士,905,1
