word,frequency,label
发票,12413,0
公司,11112,0
行业,7821,0
电话,7756,0
代开,6521,0
付款,5921,1
正规,5048,0
增值税,4585,0
预留,4050,3
修改,4050,3
保真,3950,0
北京,3411,1
登录,2850,3
打扰,2779,1
号,2539,3
银行,2404,0
微信,2345,0
低保真,2342,0
验后,2095,0
本人,2082,3
手机,2033,3
尾号,2030,3
操作,2029,3
为,2028,3
不是,2025,3
撤销,2025,3
民生银行,2025,3
普通,2013,0
年代,2006,0
常,1935,0
李经理,1908,0
长期,1881,0
立即,1783,3
联系电话,1670,0
核实,1640,2
机打,1531,0
支票,1498,0
见谅,1461,0
上门服务,1368,1
等等,1364,0
材料,1352,0
可验证,1347,0
提醒您,1329,3
手机号,1328,3
民行,1325,3
低,1261,0
兑现,1255,0
走账,1224,0
全国,1224,0
张,1206,0
尊敬,1158,3
验证,1130,0
用户,1129,3
模特,1124,1
王,1080,0
可开,1079,0
美女,1078,1
对公,1042,0
专业,989,0
提供,988,1
海涵,964,1
公寓,934,1
酒店,933,1
代,918,0
开发票,884,0
咨询电话,862,0
信息,846,2
账户,829,2
提示,828,2
工商银行,826,2
工行,821,2
因,820,2
未分类,820,2
个人身份,820,2
被,820,2
冻结,820,2
及时,820,2
按,820,2
解冻,820,2
经理,818,0
点低,813,0
对外,801,0
咨询,793,0
北京市,772,0
公,763,0
空姐,758,1
普通发票,752,0
抵扣,725,0
各类,724,0
国税,724,0
可验,719,0
同号,701,0
各种,678,0
白领,677,1
联系人,677,0
工程,672,0
洋妞,649,1
无需,649,1
定金,649,1
点位,647,0
代办,641,0
各地,637,0
绝对,630,0
多余,628,0
国内外,625,1
王经理,624,0
常年,615,0
办理,588,2
业务,575,0
三线,570,1
明星,570,1
少妇,570,1
票据,564,0
对,563,0
外国,559,0
地,559,0
通用机,559,0
等票,559,0
真点,559,0
小,559,0
赵打,559,0
学生,550,1
刻章,545,0
国税发,538,0
票普增,538,0
专增点,538,0
劳务,509,0
需要,506,0
周先生,505,0
热线,497,1
所,496,1
满意,480,1
各个,471,0
办公用品,470,0
科技咨询,464,0
带,458,0
大,457,2
欢迎,432,0
来电,432,0
刘,430,0
款,426,0
广告,425,0
办证,421,0
诚信,416,1
还,416,2
高端,415,1
广告费,413,0
点底,406,0
微,393,0
生效,392,3
流水,380,0
车牌,378,0
科技,377,0
请谅解,376,0
代理,371,0
真票,369,0
清纯,366,1
学妹,366,1
韩,366,1
法意,366,1
俄,366,1
在校学生,366,1
保证,361,0
信用卡,361,2
详情,360,2
会计,348,0
信号,348,0
增值,345,0
税点底,344,0
联系,344,0
致电,332,2
首付,328,2
取现,326,2
垫,326,2
五证,326,2
齐全,326,2
专用,324,0
网上,323,0
产权,319,2
年,319,2
生态,316,2
大盘,312,2
准现房,312,2
京西,311,2
百亩,311,2
万起,311,2
专用发票,308,0
已于,305,3
房租费,303,0
成功,292,3
韩欧美,283,1
价优,281,0
可公,279,0
老板,279,0
详询,276,0
各行各业,274,0
李,269,0
国外,268,1
长期有效,267,0
韩国,267,1
