word,frequency,label
公司,135504,0
发票,132648,0
付款,127005,1
代开,119982,0
电话,110529,1
行业,108900,0
保真,78765,0
分,70140,2
元,69054,2
尊敬,68655,2
即将,68397,2
用户,68367,2
小时,68286,2
现金,68283,2
中行,68274,2
账户,68274,2
积分,68274,2
到期,68274,2
清零,68274,2
登录,68274,2
我行,68274,2
网址,68274,2
兑换,68274,2
中国银行,68274,2
长期,63675,0
验后,59796,0
北京,56415,1
点底,54837,0
高,50835,0
先生,49407,0
打扰,48768,1
联系电话,31119,1
正规,30084,0
低保真,18759,0
对外,18432,0
不,18228,2
公寓,18159,1
海涵,17229,0
微信,16704,0
验证,16557,0
酒店,15798,1
白领,15714,1
模特,15714,1
服务,14994,1
经理,14733,0
配套,14298,2
代办,14160,0
同号,13638,0
国税发,13605,0
票普增,13605,0
专增点,13605,0
税点,13572,0
见谅,13530,1
低验,13464,0
年,13254,2
三线,13212,1
明星,13212,1
齐全,12858,2
房源,12858,2
咨询,12399,2
专用,12282,0
出售,12258,2
王经理,12159,0
各种,12153,0
万,11841,2
起,11691,2
现房,11334,2
恭喜发财,11013,0
增值税,10836,0
紧邻,10794,2
可用,10491,0
大,10449,2
热销,10428,2
多,10380,2
产权,10329,2
每平米,9987,2
东二环,9975,2
外,9975,2
价,9975,2
地铁,9975,2
所剩,9975,2
热线电话,9975,2
请谅解,9891,0
美女,9786,1
一层,9696,2
科技,9633,0
长年,9531,0
工程机械,9531,0
商贸,9531,0
等等,9531,0
过,9531,0
少妇,9522,1
机打,8979,0
空姐,8886,1
会计,8784,0
可验,8778,0
张,8454,0
上门,8058,1
留学生,8058,1
开盘,7857,2
普增,7854,0
欢迎,7773,0
上门服务,7761,1
王力,7713,0
通州,7668,2
致电,7410,0
诚信,7395,1
农家院,7317,2
谅解,7284,0
外地,6957,0
直达,6909,2
公交,6897,2
一套,6861,2
限购,6861,2
学妹,6828,1
联系人,6552,0
独门独院,6546,2
联系,6504,0
一,6453,2
热线,6312,1
非诚,6297,1
勿扰,6297,1
定金,6273,1
国内外,6192,1
法意,6192,1
俄黑,6192,1
韩,6192,1
无需,6192,1
啦,6138,2
需要,6114,0
张家湾,6090,2
总价,6090,2
一次性,6090,2
路路,6090,2
平米,5961,2
提供,5922,1
信号,5877,0
买,5766,2
普通,5745,0
来电,5706,2
安装,5598,3
长期有效,5589,0
抵扣,5529,0
到,5484,2
机会,5364,0
户型,5358,2
看,5334,3
王,5322,0
学生妹,5304,1
税务,5289,0
王望,5289,0
合作,5289,0
中视,5286,3
卫星电视,5286,3
地理,5286,3
探索,5286,3
迪士尼,5286,3
凤凰,5286,3
高清,5286,3
大片,5286,3
手机信号,5286,3
放大器,5286,3
解决,5286,3
弱,5286,3
通话,5286,3
断续,5286,3
回,5286,3
退订,5286,3
城,5265,2
首付,5205,2
全新,5172,2
全明,4941,2
送,4884,2
详情,4857,2
孔雀,4848,2
京东,4848,2
又,4848,2
立作,4848,2
学生,4794,1
查,4599,0
材料,4494,0
王伟,4467,0
普票,4428,0
保证,4428,0
真票,4428,0
新票,4335,0
老票,4335,0
都,4335,0
日本,4218,1
乌克兰,4218,1
专业,4161,3
敬请,4122,3
上网,4086,0
都市,4074,1
风情,4074,1
信用卡,3984,2
各行各业,3807,0
低,3759,0
董,3660,0
优惠,3591,0
