word,frequency,label
我行,20515,2
发票,19054,0
公司,17281,0
提额,14366,2
付款,13610,1
代开,11634,0
行业,11268,0
详情,11043,2
致电,11043,2
电话,10991,2
信用卡,10630,2
尊敬,10463,2
用户,10378,2
调整,10260,2
工商银行,10257,2
提升,10255,2
万元,10254,2
达到,10253,2
标准,10253,2
工作日内,10253,2
北京,9643,1
打扰,9139,1
酒店,8432,1
模特,8318,1
公寓,8150,1
白领,8101,1
上门服务,7834,1
无需,7336,1
定金,7334,1
正规,7311,0
洋妞,6711,1
额度,6160,2
满意,5497,1
见谅,5098,1
三线,4971,1
明星,4971,1
美女,4873,1
保真,4754,0
热线,4489,1
诚信,4307,1
国内外,4306,1
学妹,4306,1
韩,4306,1
法意,4306,1
空姐,4012,1
少妇,3910,1
高端,3887,1
对外,3862,0
学生,3697,1
清纯,3683,1
俄,3683,1
提供,3463,1
海涵,3280,1
需要,3049,0
韩欧美,3028,1
低保真,2986,0
机打,2978,0
联系,2961,0
增值税,2880,0
咨询,2789,0
代,2625,0
各种,2497,0
材料,2488,0
联系电话,2412,0
多余,2316,0
票据,2204,0
长期,2189,0
急用,2166,0
开发票,2129,0
普通,2094,0
低验,2071,0
会计,2052,0
验后,2050,0
工程款,2023,0
如扰,1997,0
对公,1978,0
税率,1919,0
李,1889,0
办公用品,1813,0
以备,1794,0
金发碧眼,1751,1
北影,1751,1
在校学生,1751,1
李经理,1709,0
税点,1690,0
普增,1681,0
请谅解,1655,0
款,1624,0
姿色,1592,1
王经理,1576,0
保存,1573,0
餐饮,1572,0
住宿,1572,0
转账,1572,0
代办,1555,2
会议费,1444,0
走账,1429,0
低,1407,0
全国,1390,0
各类,1382,0
恭喜发财,1363,0
常年,1350,0
服务费,1337,0
北京市,1303,0
抵扣,1293,0
经理,1285,0
护士,1281,1
实习,1277,1
佳丽,1277,1
微信,1270,0
服务,1268,1
年,1237,2
信号,1223,3
来电,1182,0
房,1179,2
欢迎,1172,0
可验,1165,0
可代开,1143,0
大,1141,2
产权,1132,2
年代,1126,0
验证,1114,0
现房,1113,2
出售,1108,2
每平米,1106,2
东三环,1104,2
里,1104,2
惊爆价,1104,2
开发商,1104,2
直售,1104,2
无税,1104,2
一手,1104,2
票,1077,0
保留,999,0
网上,981,0
详询,957,0
外地,950,0
是,937,2
各地,926,0
谅解,917,0
税务,915,0
长,901,0
张,890,0
税,866,0
敬请,865,3
工程,835,0
回,830,3
兑现,812,0
会,811,2
所,799,2
各个,793,0
支票,788,0
证件,766,2
咨询电话,759,0
专业,754,0
绝对,754,0
首付,747,2
均价,736,2
程,728,0
一,720,2
京西,718,2
林,707,0
开机,686,0
打真,686,0
增值,686,0
办理,684,0
之前,682,2
安装,676,3
上门,661,1
退订,661,3
查,658,0
凤凰,657,3
中视,655,3
卫星电视,655,3
看,655,3
地理,655,3
探索,655,3
迪士尼,655,3
高清,655,3
大片,655,3
手机信号,655,3
放大器,655,3
解决,655,3
弱,655,3
通话,655,3
断续,655,3
养殖,648,3
章,647,2
非诚,624,1
勿扰,624,1
俄黑,623,1
留学生,623,1
周涛,621,0
王君,611,0
城,610,2
国税,609,0
常,605,0
万,591,2
做账,587,2
先生,584,2
