word,frequency,label
发票,43610,0
公司,41792,0
付款,30154,1
代开,27657,0
行业,27351,0
电话,23914,1
正规,22877,0
打扰,21359,1
低保真,15954,0
尊敬,13562,2
登录,13207,2
北京,12056,1
现金,11872,2
增值税,11345,0
账户,10465,2
机打,10143,0
见谅,9545,1
元,9362,2
保真,9247,0
积分,9187,2
兑换,9186,2
酒店,9153,1
即将,9133,2
模特,8337,1
白领,8337,1
公寓,8337,1
验后,8321,0
微信,8192,0
核实,8130,2
上门服务,7097,1
用户,6911,2
材料,6852,0
工商银行,6805,2
谅解,6775,0
客户,6591,2
小时,6559,2
清零,6404,2
分,6395,2
农业银行,6393,2
到期,6391,2
网址,6391,2
服务,6331,1
需要,6074,0
洋妞,6034,1
无需,6034,1
定金,6034,1
满意,5869,1
联系,5475,0
对外,5384,0
支票,5279,0
各种,5199,0
广告,5031,0
普通,4963,0
少妇,4885,1
空姐,4885,1
兑现,4877,0
年代,4514,0
被,4373,2
走账,4319,0
工程,4295,0
明星,4260,1
因,4199,2
美女,4196,1
冻结,4187,2
解冻,4185,2
经理,4176,0
高端,4159,1
科技,4114,0
诚信,4095,1
提示,4074,2
工行,4070,2
按,4069,2
未分类,4065,2
个人信息,4065,2
热线,4034,1
国税,4030,0
三线,3922,1
常,3907,0
国内外,3832,1
工程款,3606,0
不,3565,3
长期,3474,0
清纯,3452,1
学妹,3452,1
韩,3452,1
法意,3452,1
俄,3452,1
学生,3345,1
李经理,3264,0
专业,3232,0
王经理,3159,0
恭喜发财,3122,0
增值,3088,0
提供,2981,1
各行各业,2969,0
价格,2898,0
可验,2869,0
逾期,2855,2
开发票,2847,0
张,2839,0
多余,2813,0
低验,2757,0
即可,2747,2
中国工商银行,2732,2
票,2717,0
代,2716,0
建筑,2677,0
韩欧美,2643,1
海涵,2554,1
款,2554,0
王先生,2517,0
专增,2476,0
真,2401,0
全国,2355,0
对公,2310,0
常年,2263,0
万,2174,2
请谅解,2149,0
敬请,2058,0
北京市,2047,0
可验证,2047,0
可代开,2046,0
各类,2023,0
代办,2021,0
等等,1979,0
王,1965,0
查验,1947,0
以备,1944,0
姿色,1923,1
国税发,1921,0
急用,1915,0
可用,1864,0
可开,1843,0
办公,1814,0
票普增,1787,0
赵梅,1787,0
税率,1773,0
长期有效,1752,0
咨询,1729,0
办理,1674,0
专票,1659,0
用后,1617,0
多,1610,3
实习,1604,1
护士,1604,1
佳丽,1604,1
来电,1583,0
房源,1570,2
通州,1566,2
生态,1566,2
农家院,1566,2
一套,1566,2
两室,1566,2
一厅,1566,2
独门独院,1566,2
燃气,1566,2
入户,1566,2
欲购从速,1566,2
学生妹,1559,1
欢迎,1550,0
先生,1541,0
联系人,1521,0
餐饮,1499,0
住宿,1498,0
联系电话,1491,1
劳务,1473,0
刻章,1464,0
票据,1442,0
赵,1440,0
租赁,1430,0
号码,1421,2
服务费,1408,0
税点,1384,0
短信,1382,3
税,1381,0
同号,1365,0
李,1303,0
保留,1298,0
给,1292,0
周先生,1259,0
专增点,1246,0
是,1246,2
上门,1243,1
业务,1240,0
按摩,1240,1
国外,1240,1
留学生,1240,1
诚电,1240,1
非城,1240,1
勿扰,1240,1
不回,1240,1
验证,1216,0
加油,1216,0
费,1216,0
及,1214,0
保存,1212,0
绝对,1200,0
女士,1195,0
专用,1159,0
张伟,1148,0
