word,frequency,label
发票,11738,0
公司,9655,0
代开,8794,0
用户,6824,2
尊敬,6376,2
元,6344,2
分,6293,2
积分,6277,2
兑换,6271,2
到期,6260,2
清零,6260,2
现金,6260,2
账户,6259,2
即将,6259,2
我行,5689,2
登录,5668,2
付款,5310,0
行业,4861,0
电话,4827,0
正规,4771,0
小时,4694,2
建行,4681,2
网址,4595,2
建设银行,4590,2
北京市,4521,0
各行各业,4154,0
保真,3121,0
需要,3011,0
增值税,2978,0
联系电话,2318,0
加微信,2074,0
张,2015,0
低保真,1984,0
可开,1637,0
咨询,1492,0
打扰,1431,0
生态,1365,2
北京,1360,0
万,1355,2
可验,1320,0
不,1298,2
各种,1293,0
独门独院,1286,2
一次性,1277,2
通州,1273,2
一套,1273,2
以备,1242,0
急用,1205,0
登陆,1096,2
中行,1095,2
中国银行,1095,2
次日,1090,2
验后,1086,0
直达,1052,2
税点,1023,0
机打,1011,0
长期,989,0
联系,973,0
公交,960,2
和,959,0
核实,956,2
建筑,954,0
路,915,2
农家院,914,2
总价,914,2
限购,914,2
费,879,0
材料费,858,0
对公,858,0
转账,858,0
保存,858,0
经理,850,0
点底,842,0
请谅解,829,0
李梅,765,0
专业,739,0
价格,735,0
对外,718,0
保頁验,713,0
敬请,657,0
保留,645,0
逾期,645,2
工商,571,2
累计,571,2
工商银行,571,2
联系人,566,0
材料,558,0
起,540,2
及时,533,2
恭喜发财,530,0
低验,530,0
全国,525,0
信用卡,497,2
王经理,489,0
需,482,2
使用,482,2
科技,481,0
通知,481,2
多余,481,0
工行,478,2
据,478,2
总行,478,2
要求,478,2
个人账户,478,2
分类,478,2
未,478,2
点后,478,2
停止使用,478,2
认证,478,2
房租,471,0
票据,455,0
普增,455,0
专用,455,0
周先生,455,0
广告,453,0
李,452,0
致电,439,2
新,420,2
长,414,0
增值,406,0
见谅,396,0
李经理,396,0
低,393,0
规定,392,2
咨询电话,390,2
谅解,372,0
年代,360,0
张家湾,359,2
南,359,2
农家,359,2
小院,359,2
现购,359,2
普通发票,357,0
兑现,350,0
办理,338,2
支票,336,0
服务,319,0
培训,302,0
点滴,302,0
绝对,300,0
类型,295,0
如扰,295,0
普通,293,0
过,291,0
陆,290,0
长期有效,284,0
小李,280,0
网查,276,0
李强,240,0
会计,238,0
时间,235,0
保,230,0
谢谢,230,0
还,225,2
及,223,3
高,204,0
垫,203,2
取现,201,2
工程款,190,0
各地,184,0
微信,182,0
爱慕,182,3
全场,182,3
折,182,3
代办,181,0
为,180,0
网上,179,0
常,176,0
备用,174,0
新版,173,0
点低,173,0
李静,173,0
查,172,0
普通机,172,0
营改,171,0
增点,171,0
等等,169,0
详情,168,2
首付,167,2
一,167,2
刻章,152,0
买,145,2
一层,140,2
用后,139,0
万买,138,2
抵押,133,2
办证,123,2
代,121,0
送,121,3
开发票,120,0
海涵,118,0
验证,118,0
银行,118,2
报销,116,0
票,116,0
专增验,112,0
均价,111,2
多种,111,0
只要,111,3
王,110,0
