word,frequency,label
发票,45594,0
公司,42321,0
代开,32045,0
行业,31256,0
电话,29613,0
付款,29306,0
保真,15616,0
打扰,15547,0
正规,15288,0
验后,14439,0
登录,14063,2
尊敬,13695,2
现金,12827,2
账户,12822,2
兑换,12177,2
积分,11901,2
即将,11895,2
低保真,11624,0
增值税,11607,0
客户,11428,2
小时,11332,2
农业银行,11291,2
北京,11219,0
元,11198,2
分,11197,2
到期,11178,2
清零,11177,2
网址,11177,2
长期,8483,0
微信,7281,0
机打,7206,0
验证,5940,0
办理,5723,2
支票,5591,0
恭喜发财,5516,0
兑现,4980,0
走账,4727,0
普通,4664,0
见谅,4609,0
点底,4517,0
对外,4504,0
高,4478,0
额度,4448,2
材料,4423,0
以备,4382,0
经理,4375,0
联系电话,4347,0
海涵,4216,0
急用,4018,0
低,3936,0
先生,3924,0
各种,3775,0
年代,3772,0
需要,3767,0
工商银行,3585,2
全国,3410,0
对公,3299,0
专增票,3211,0
万,3189,2
代办,3000,0
国税发,2996,0
不,2987,2
工程,2973,0
谅解,2949,0
信用卡,2854,2
王,2737,0
我行,2699,2
可验,2677,0
广告,2667,0
票,2607,0
常,2599,0
票机,2585,0
打普增,2585,0
真点,2585,0
小赵,2585,0
联系,2534,0
核实,2518,2
专业,2463,0
工程款,2444,0
李经理,2440,0
用户,2381,2
万元,2355,2
刻章,2323,0
请谅解,2316,0
良好,2298,2
服务,2294,0
一层,2270,2
科技,2243,0
及,2206,0
开发票,2123,0
可验证,2121,0
综合,2103,2
评分,2103,2
申请,2101,2
各类,2062,0
白金,2053,2
办证,2034,0
北京市,2014,0
税点,2010,0
常年,1978,0
款,1955,0
代,1912,0
低验,1877,0
王经理,1869,0
租赁,1849,0
价格,1791,0
详询,1743,0
查验,1709,0
李,1670,2
普增,1623,0
周先生,1596,0
可开,1577,0
工行,1523,2
建筑,1499,0
专增,1482,0
材料费,1480,0
限购,1462,2
精装,1433,2
普通机,1432,0
因,1424,2
被,1424,2
冻结,1415,2
解冻,1410,2
等等,1372,0
公,1300,0
增值,1299,0
各行各业,1287,0
提示,1264,2
查询,1263,0
按,1260,2
未分类,1259,2
个人信息,1259,2
现房,1247,2
加油,1238,0
送,1235,2
房屋,1201,0
多,1200,2
业务,1195,0
提升,1178,2
票点,1170,0
房源,1166,2
国税,1155,0
各行,1153,0
买,1152,2
或,1147,2
亦庄,1135,2
开发区,1135,2
总款,1135,2
一套,1135,2
欲购从速,1135,2
登陆,1126,2
提供,1126,1
普通发票,1120,0
和,1100,0
专票,1093,0
美女,1093,1
上门服务,1093,1
国内外,1093,1
模特,1093,1
白领,1093,1
用,1092,0
办公用品,1088,0
敬请,1077,0
多余,1033,0
保存,1026,0
等点,1022,0
走帐,1018,0
费,1012,0
会计,1011,0
信号,1008,0
科技咨询,996,0
钱,992,0
可代开,988,0
点低,984,0
长,983,0
张伟,960,0
保留,948,0
酒店,938,0
刘,933,0
韩国,932,1
日本,932,1
上网,922,0
或升,918,2
最低,909,0
机械,908,0
王先生,903,0
长期有效,881,0
增税,860,0
逾期,845,2
需,825,0
以及,813,0
张婷,813,0
建筑材料,807,0
微,803,0
咨询电话,800,0
咨询,780,0
转账,778,0
李请,778,0
赵,774,0
抵扣,757,0
