word,frequency,label
发票,31721,0
公司,29137,0
付款,21352,1
代开,19744,0
行业,19722,0
电话,14730,1
尊敬,13064,2
账户,12918,2
登录,12915,2
用户,12909,2
我行,12088,2
元,12081,2
积分,12027,2
中国银行,12027,2
即将,12023,2
小时,12019,2
现金,12010,2
中行,11999,2
分,11999,2
到期,11999,2
清零,11999,2
网址,11999,2
兑换,11999,2
北京,11255,1
正规,11174,0
增值税,10619,0
打扰,10336,1
保真,9733,0
低保真,8811,0
验后,8806,0
酒店,7221,1
模特,6958,1
上门服务,6670,1
公寓,6403,1
白领,6154,1
长期,6044,1
洋妞,5549,1
无需,5549,1
定金,5549,1
满意,5068,1
美女,4372,1
普通,4231,0
联系电话,4207,1
少妇,3873,1
空姐,3873,1
微信,3820,1
三线,3690,1
明星,3690,1
学生,3633,1
支票,3620,0
见谅,3586,1
国内外,3581,1
兑现,3421,0
走账,3325,0
诚信,3319,1
高端,3305,1
热线,3297,1
对外,3295,0
各种,3193,0
对公,3190,0
提供,3181,1
年代,3181,0
全国,3177,0
清纯,3085,1
学妹,3085,1
韩,3085,1
法意,3085,1
俄,3085,1
常,2910,0
请谅解,2814,0
广告,2792,0
材料,2652,0
经理,2627,0
机打,2623,0
韩欧美,2464,1
海涵,2390,1
恭喜发财,2197,0
可验,2185,0
可开,2170,0
点底,2157,0
北京市,2021,0
代,1976,0
科技,1967,0
多余,1965,0
咨询电话,1955,0
服务,1920,1
低,1895,0
租赁,1838,0
抵扣,1815,0
核实,1797,2
高,1794,0
开发票,1770,0
验证,1742,0
常年,1698,0
增值,1694,0
票,1660,0
专业,1634,0
咨询,1629,0
普通发票,1603,0
张,1596,0
普通机,1559,0
先生,1553,0
王经理,1540,0
各行各业,1504,0
以备,1479,0
金发碧眼,1478,1
在校学生,1478,1
李经理,1477,0
及,1455,0
工程,1437,0
款,1368,0
查询,1367,0
急用,1358,0
各地,1351,0
工程款,1350,0
税点,1329,0
业务,1326,0
需要,1307,0
等等,1291,0
点低,1281,0
联系人,1264,0
姿色,1263,1
网上,1241,0
北影,1231,1
长期有效,1220,0
公,1187,0
国税,1140,0
联系,1131,0
专用,1120,0
李,1118,2
小,1116,2
保存,1110,0
各类,1101,0
致电,1078,0
工商银行,1070,2
代办,1062,0
设备,1050,0
号码,1048,2
可验证,1041,0
刘斐,1032,0
欢迎,1018,0
微,1004,0
信号,1004,0
实习,986,1
护士,986,1
佳丽,986,1
营改,983,0
均价,975,2
钱,955,0
所,924,1
信息,919,3
刘,918,0
被,910,2
冻结,910,2
提示,909,2
解冻,905,2
按,903,2
个人身份,900,2
生态,875,2
刻章,858,0
因,858,0
谢谢,841,0
来电,838,0
各行,826,0
韩国,824,1
日本,824,1
大,810,2
保证,808,0
国税发,807,0
俄罗斯,804,1
详情,787,2
首付,780,2
可查,775,0
产权,774,2
大盘,771,2
京南,770,2
百亩,770,2
万买,770,2
居年,770,2
直达,770,2
所有,759,0
增税,749,0
房屋,748,0
是,745,2
工行,735,2
未分类,735,2
地,731,0
机械,718,0
以及,718,0
张婷,718,0
可公,716,0
办证,712,0
专用发票,708,0
带,698,0
会议,679,0
走帐,675,0
长年,674,0
会计,672,0
各个,661,0
点位,659,0
