word,frequency,label
公司,6489,0
发票,6122,0
付款,4917,0
尊敬,4767,2
用户,4702,2
登录,4673,2
元,4667,2
积分,4666,2
分,4665,2
兑换,4665,2
我行,4664,2
账户,4661,2
建设银行,4659,2
现金,4656,2
建行,4654,2
小时,4654,2
即将,4646,2
到期,4646,2
清零,4644,2
网址,4644,2
代开,4284,0
电话,4010,0
行业,3990,0
低保真,2829,0
打扰,2308,0
可验,2113,0
正规,2019,0
联系电话,1807,0
保真,1778,0
北京,1775,0
微信,1589,0
李,1589,0
号线,1484,2
验后,1329,0
增值税,1314,0
年代,1251,0
海涵,1247,0
常,1187,0
各行各业,1143,0
紧邻,975,2
地铁,970,2
现房,963,2
价格,955,0
年,940,2
普通,930,0
出售,905,2
产权,905,2
东二环,905,2
每平米,905,2
验证,901,0
长期,873,0
大,861,2
同号,851,0
点低,828,0
外,818,2
王经理,790,0
北京市,785,0
咨询电话,780,2
全国,775,0
各地,702,0
见谅,690,0
各种,676,0
专用,663,0
抵扣,663,0
代办,661,0
国税发,650,0
票普增,650,0
专增点,650,0
机打,628,0
对外,605,0
保证,584,0
兑现,528,0
支票,521,0
各行,503,0
普通发票,489,0
张文,470,0
致电,457,0
需要,449,0
普票,414,0
会计,413,0
李经理,400,0
联系人,376,0
提供,363,0
税点,362,0
安装,354,3
张,349,0
经理,337,0
卫星电视,326,3
凤凰,326,3
新闻,326,3
手机信号,326,3
放大器,326,3
真票,315,0
长期有效,315,0
通话,306,3
恭喜发财,302,0
解决,302,3
专业,301,0
中视,298,3
看,298,3
票房,298,3
影院,298,3
地理,298,3
探索,298,3
信号,298,3
弱,298,3
断续,298,3
回,298,3
退订,298,3
發票,284,0
代理,276,0
王,274,0
常年,269,0
带,269,0
各个,269,0
联系,262,0
低验,261,0
多余,255,0
真,250,0
税率,250,0
到,241,2
网查,220,0
办理,220,2
票,215,0
开发票,214,0
以备,213,0
全新,211,2
均价,210,2
详情,208,2
信用卡,206,2
城,204,2
全明,204,2
户型,204,2
一,202,2
孔雀,200,2
京西,200,2
又,200,2
立作,200,2
平民,200,2
首付,200,2
万买居,200,2
陆,198,0
营,192,0
改增,192,0
张震,192,0
库房,190,2
增值,186,0
材料,181,0
是,181,0
刻章,181,0
周涛,180,0
建筑,180,0
这个,175,0
低,173,0
税点底,173,0
敬请,173,0
王伟,171,0
同步,171,0
号,164,2
办证,160,0
链接,158,0
线,152,2
双,152,2
热线电话,152,2
国税,150,0
可验证,150,0
周强,150,0
和,148,0
承兑汇票,147,0
高速,147,2
及,146,3
劳务,143,0
保留,141,0
咨询,135,0
南六环,132,2
地理位置,132,2
极佳,132,2
长,127,0
请谅解,113,0
急用,113,0
银行,107,2
工程,105,0
米,105,2
材料费,103,0
费,103,0
对公,103,0
转账,103,0
李请,103,0
保存,103,0
本公,99,0
专票,99,0
用,99,0
可低,95,0
扣,95,0
用后,95,0
郭经理,95,0
文凭,94,0
广告,93,3
查,92,0
老板,89,0
