word,frequency,label
我行,29869,2
提额,18430,2
致电,17644,2
发票,17564,0
额度,17523,2
信用卡,16991,2
公司,16880,0
尊敬,16866,2
用户,16798,2
工商银行,16649,2
提升,16648,2
详情,15856,2
调整,15490,2
标准,15479,2
付款,13006,1
代开,12490,0
达到,11666,2
万元,11191,2
北京,10958,1
打扰,10537,1
行业,10375,0
电话,9876,0
公寓,8407,1
酒店,8300,1
白领,8291,1
模特,8291,1
工作日,8176,2
上门服务,7791,1
无需,7595,1
定金,7595,1
工作日内,7303,2
洋妞,7094,1
正规,5657,0
万,5582,2
对外,5531,0
保真,5410,0
满意,5272,1
票据,5081,0
热线,4836,1
三线,4755,1
明星,4755,1
美女,4422,1
见谅,4403,1
联系,4292,0
少妇,4232,1
空姐,4232,1
海涵,4197,1
诚信,4176,1
国内外,4059,1
学妹,4059,1
韩,4059,1
法意,4059,1
学生,3899,1
提供,3875,1
已达,3813,2
需要,3648,0
低保真,3634,0
高端,3562,1
清纯,3558,1
俄,3558,1
韩欧美,3536,1
验后,3463,0
机打,3159,0
多余,3131,0
普增,3071,0
联系电话,2934,0
欢迎,2869,0
咨询,2868,0
各种,2779,0
支票,2542,0
兑现,2542,0
材料,2437,0
增值税,2366,0
代,2307,0
金发碧眼,2275,1
北影,2275,1
在校学生,2275,1
工程款,2176,0
长期,2171,0
办理,2132,0
如需,2092,0
走账,2081,0
专业,2069,3
税率,2068,0
低验,2024,0
专用,1863,0
抵扣,1780,0
会计,1701,0
各类,1690,0
普通,1643,0
姿色,1594,1
各个,1559,0
来电,1542,2
年代,1535,0
开发票,1525,2
服务,1412,1
代办,1406,0
如扰,1402,0
年,1374,2
谅解,1364,0
李,1364,0
外地,1354,0
北京市,1339,0
开机,1304,0
打真,1304,0
咨询电话,1295,0
护士,1263,1
佳丽,1261,1
大,1253,2
房,1244,2
增值,1241,0
周涛,1231,0
产权,1216,2
近期,1204,3
款,1198,0
消费,1194,2
低,1192,0
固定,1185,2
情况,1170,2
工行,1169,2
征信,1169,2
良好,1169,2
出售,1162,2
全国,1160,0
赵,1153,0
王经理,1144,0
办公用品,1122,0
刚行,1095,2
行将,1095,2
请谅解,1092,0
证件,1056,0
现房,1055,2
常年,1040,0
王,1033,0
惊爆价,1031,2
每平米,1031,2
开发商,1031,2
直售,1031,2
无税,1031,2
一手,1031,2
广告,1011,0
实现,983,1
大家,974,0
刻章,956,0
长,914,0
李经理,904,0
税点,903,0
会议费,902,0
服务费,902,0
等等,878,0
各地,877,0
可代开,875,0
工程,873,3
科技,865,0
票,864,0
常,844,0
公有,844,0
多,844,0
周先生,844,0
可验,832,0
是,821,2
恭喜发财,815,0
优惠,810,2
网上,804,0
张,792,0
敬请,786,0
谢谢,782,0
做账,770,0
也,766,0
广告费,765,0
运输费,765,0
合作,744,0
价格,730,0
里,715,2
大盘,709,2
小时,707,2
直达,704,2
三环,703,2
洽谈,675,0
保留,671,0
给,652,2
各行,630,0
详询,614,0
验证,605,0
上网,589,0
税,553,0
王君,549,0
增发,547,0
查,517,0
谢谢合作,517,0
和,512,0
上门,510,1
非诚,502,1
勿扰,502,1
俄黑,501,1
留学生,501,1
之前,494,2
税点底,481,0
国税,477,0
各行各业,467,0
