word,frequency,label
用户,6917,2
登录,6889,2
分,6734,2
尊敬,6716,2
元,6655,2
积分,6621,2
兑换,6621,2
我行,6615,2
现金,6615,2
即将,6614,2
账户,6610,2
到期,6609,2
公司,5965,0
电话,5085,0
清零,4955,2
小时,4614,2
建行,4600,3
建设银行,4581,2
网址,4577,2
发票,4451,0
正规,3187,0
增值税,2858,0
付款,2817,0
保真,2713,0
独门独院,2366,2
万,2315,2
不,2313,2
限购,2294,2
交通,2265,2
通州,2262,2
生态,2262,2
一套,2262,2
远离,2262,2
尾气,2262,2
吃,2262,2
自己,2262,2
种,2262,2
蔬菜,2262,2
行业,2064,0
中国银行,2057,2
中行,2032,2
代开,2010,0
农家院,1943,2
总价,1943,2
便利,1943,2
禽蛋,1943,2
详询,1943,2
打扰,1891,0
张,1660,0
累计,1656,2
可开,1635,0
低保真,1490,0
海涵,1049,0
验后,1031,0
各种,924,3
联系电话,882,0
长期,839,0
验证,839,0
普通,827,0
全国,813,0
年代,810,0
微信,808,0
代办,795,0
国税发,751,0
票普增,751,0
专增点,751,0
同号,751,0
出售,701,2
现房,698,2
以备,680,0
急用,674,0
各地,673,0
热线,666,2
见谅,653,0
和,639,0
买,620,2
恭喜发财,605,0
长,587,0
住,586,2
里,585,2
即,584,2
地铁,583,2
超大,581,2
东四环,578,2
精装修,578,2
万买,578,2
两居即,578,2
无税,578,2
民水民电,578,2
公交,578,2
直达,578,2
建筑,565,0
北京,557,0
核实,540,2
各行各业,513,0
费,513,0
增值,512,0
专业,503,3
点底,488,0
材料费,478,0
对公,478,0
转账,478,0
李梅,478,0
保存,478,0
周涛,475,0
常,436,0
普通发票,428,0
永久,419,0
联系人,418,0
李经理,382,0
次日,377,2
王经理,374,0
联系,365,2
经理,352,0
票据,342,0
对外,342,0
起,340,3
咨询,339,0
及,329,3
保頁验,320,0
电,320,2
农家,319,2
小院,319,2
方便,319,2
祥询,319,2
支票,302,0
兑现,302,0
未,295,2
需要,292,0
及时,285,2
专用发票,278,0
朱,278,0
张文,276,0
需,275,2
网查,274,0
通知,274,2
税点,272,0
工行,272,2
据,270,2
总行,270,2
新规,270,2
要求,270,2
个人账户,270,2
分类,270,2
使用,270,2
停止使用,270,2
认证,270,2
各行,265,0
可验证,265,0
周强,265,0
王力,250,0
敬请,237,0
走账,228,0
办理,223,2
保,223,0
时间,216,0
谢谢,213,0
或,212,0
如有,211,0
打挠,211,0
专票,207,0
普票,206,0
维修,205,3
低,204,0
可验,202,0
请谅解,197,0
谅解,176,0
开发票,170,0
老板,168,0
保留,167,0
亩,161,2
查询,159,0
长期有效,159,0
库房,154,2
销售,154,3
王,152,0
会计,152,0
营,151,0
改增,151,0
王飞,151,0
底薪,149,3
提成,149,3
低验,147,0
流水,144,0
办证,143,0
刻章,142,0
代,142,0
出国,141,3
旅游,141,3
承兑汇票,140,0
电脑,138,3
安装,138,3
来电,137,0
代做,137,0
各大行,137,0
高,136,3
招聘,134,3
多,130,2
点低,126,0
网上,118,0
