word,frequency,label
发票,22032,0
公司,21292,0
付款,19040,1
行业,16909,0
电话,15324,0
代开,13859,0
北京,12223,1
正规,10694,0
打扰,10275,1
酒店,9622,1
模特,9274,1
白领,8882,1
公寓,8829,1
验后,8058,0
微信,7307,0
低保真,7223,0
上门服务,7066,1
保真,6946,0
少妇,6416,1
空姐,6416,1
增值税,6126,0
见谅,5492,1
洋妞,5271,1
无需,5271,1
定金,5271,1
年代,4800,0
满意,4771,1
美女,4493,1
支票,4335,0
走账,4058,0
尊敬,4024,2
兑现,3922,0
机打,3880,0
对外,3794,0
谅解,3787,0
核实,3580,2
常,3567,0
逾期,3502,2
三线,3481,1
明星,3481,1
服务,3458,1
诚信,3391,1
学生,3362,1
热线,3354,1
用户,3349,2
国内外,3336,1
敬请,3225,2
提供,3212,1
失效,3134,2
长期,3110,0
广告,3013,0
经理,3008,0
工商银行,2981,2
高端,2948,1
普通,2879,0
清纯,2858,1
学妹,2858,1
韩,2858,1
法意,2858,1
俄,2858,1
银行,2828,0
工行,2792,2
联系电话,2728,0
登录,2696,2
国外,2687,1
学生妹,2666,1
短信,2664,1
科技,2628,0
手机,2536,2
紧急通知,2526,2
进行,2526,2
建设银行,2525,2
上门,2522,1
请登入,2521,2
实名,2521,2
补录,2521,2
冻结资金,2521,2
不便,2521,2
对公,2467,0
恭喜发财,2444,0
王经理,2415,0
韩欧美,2413,1
勿扰,2391,1
按摩,2390,1
留学生,2390,1
诚电,2390,1
非城,2390,1
不回,2390,1
材料,2319,0
各种,2257,0
海涵,2224,1
开发票,2076,0
代,2032,0
及,1923,0
及时,1899,2
冻结,1851,2
被,1829,2
解冻,1822,2
号码,1797,2
提示,1793,2
按,1790,2
全国,1786,0
咨询,1743,0
因,1726,2
万,1719,2
低验,1715,0
信息,1673,2
普通发票,1667,0
未分类,1653,2
公,1596,0
以备,1557,0
急用,1528,0
办理,1513,2
我行,1470,2
姿色,1401,1
账号,1386,2
工程,1378,0
工程款,1371,0
可验,1349,0
李,1345,0
各行各业,1343,0
信号,1328,0
元,1325,2
李经理,1300,0
金发碧眼,1288,1
北影,1288,1
在校学生,1288,1
张,1284,0
账户,1283,2
需要,1244,0
个人身份,1234,2
长,1233,0
通州,1201,2
等等,1198,0
票,1186,0
业务,1178,0
独门独院,1169,2
微,1167,0
专业,1165,0
护士,1128,1
税率,1126,0
实习,1125,1
佳丽,1125,1
农家院,1124,2
一套,1124,2
养老,1123,2
请谅解,1103,0
租赁,1087,0
生态,1084,2
两室,1084,2
一厅,1084,2
远离,1083,2
尾气,1083,2
养生,1083,2
税点,1078,0
是,1075,2
给,1073,2
常年,1071,0
征信,1067,2
致电,1057,0
额度,1055,2
款,1021,0
小,1016,2
各类,999,0
之前,963,2
多余,957,0
保存,952,2
点位,935,0
兑换,929,2
可验证,929,0
北京市,928,0
保留,928,0
低,924,0
长期有效,924,0
办公用品,921,0
点低,905,0
俄罗斯,900,1
改为,896,2
此,896,2
谢谢合作,896,2
商贸,894,0
抵扣,892,0
现金,891,2
即将,879,2
积分,878,2
真,876,0
王,876,0
清空,874,2
联系,848,0
刘,839,0
可开,813,0
联系人,765,0
日本,735,1
韩国,735,1
乌克兰,727,1
钱,718,0
同号,707,0
出售,705,0
验证,687,0
如需,660,0
