word,frequency,label
发票,19180,0
付款,18060,1
公司,17678,0
代开,14174,0
行业,13393,0
电话,13365,1
打扰,10684,1
尊敬,9471,2
登录,9365,2
兑换,9095,2
模特,9083,1
元,8937,2
积分,8897,2
账户,8894,2
现金,8889,2
即将,8888,2
酒店,8657,1
白领,8624,1
公寓,8568,1
客户,8403,2
北京,8229,1
正规,8108,0
分,7682,2
到期,7666,2
清零,7666,2
小时,7571,2
农业银行,7565,2
网址,7301,2
上门服务,6769,1
保真,6428,0
空姐,6043,1
少妇,6043,1
增值税,5818,0
满意,5679,1
见谅,5442,1
低保真,5171,0
验后,5007,0
洋妞,5004,1
无需,5004,1
定金,5004,1
美女,4390,1
谅解,4113,2
微信,4048,1
机打,3905,0
逾期,3786,2
热线,3770,1
学生,3548,1
对外,3532,0
国内外,3527,1
明星,3514,1
三线,3511,1
服务,3451,1
年代,3274,0
敬请,3204,2
诚信,3170,1
高端,3085,1
提供,2930,1
清纯,2811,1
学妹,2811,1
韩,2811,1
法意,2811,1
俄,2811,1
手机,2647,2
银行,2641,2
失效,2600,2
紧急通知,2599,2
进行,2599,2
补录,2595,2
请登入,2593,2
建设银行,2592,2
实名,2591,2
冻结资金,2589,2
不便,2589,2
常,2562,0
学生妹,2516,1
各种,2393,0
短信,2392,1
上门,2366,1
联系电话,2308,1
韩欧美,2193,1
国外,2183,1
按摩,2167,1
留学生,2167,1
诚电,2167,1
非城,2167,1
勿扰,2167,1
不回,2167,1
普通,2149,0
海涵,1996,1
张,1971,0
王经理,1893,0
材料,1886,0
全国,1874,1
税点,1778,0
长期,1721,0
可验,1696,0
姿色,1583,1
广告,1583,0
验证,1582,0
低,1561,0
科技,1519,0
经理,1471,0
支票,1461,0
等等,1434,0
工程,1383,0
走账,1340,0
需要,1304,0
独门独院,1292,2
可验证,1263,0
国税,1239,0
实习,1234,1
护士,1234,1
佳丽,1234,1
清空,1222,2
请谅解,1212,0
各行各业,1185,0
办理,1180,2
兑现,1169,0
北京市,1163,0
恭喜发财,1151,0
低验,1060,0
常年,1038,0
通州,1033,2
万,1028,2
真,1027,0
多余,1005,0
信号,1004,0
入户,1003,2
生态,999,2
农家院,999,2
一套,999,2
两室,999,2
一厅,999,2
燃气,999,2
远离,999,2
用户,993,2
尾气,990,2
养老,990,2
养生,990,2
俄罗斯,988,1
急用,984,0
额度,976,2
金发碧眼,959,1
北影,959,1
在校学生,959,1
中行,954,2
立即,954,2
中国银行,954,2
普通发票,939,0
保留,934,0
联系人,933,0
周先生,921,0
微,907,0
及,894,0
点低,865,0
工商银行,858,2
李经理,852,0
刘,844,0
对公,841,0
开发票,841,2
各地,810,0
餐饮,799,0
详询,796,0
日本,793,1
韩国,793,1
长期有效,773,0
票,771,0
工程款,752,0
信用卡,747,2
税率,735,0
公,727,0
长,720,0
住宿,715,0
代,712,2
不,708,2
来电,703,0
南六环,700,2
欢迎,696,0
联系,693,0
限购,685,2
咨询电话,684,0
乌克兰,683,1
以备,666,0
劳务,650,0
新版,640,0
绝对,636,0
实验,634,0
下,633,2
库房,586,2
办公,575,0
两万,571,2
各类,560,0
单位,547,0
票真点,547,0
咨询,544,0
税务,525,0
查验,524,0
杨经理,523,0
专业,522,0
李,510,0
