word,frequency,label
发票,45113,0
公司,40963,0
行业,34271,0
代开,32507,0
付款,26283,1
电话,25369,0
正规,22957,0
保真,17502,0
打扰,17275,1
北京,16115,1
增值税,14173,0
尊敬,13248,2
工商银行,12777,2
用户,12580,2
登录,12362,2
工行,12262,2
验后,12158,0
核实,11726,2
低保真,10470,0
机打,8935,0
酒店,8679,1
账户,8585,2
模特,8527,1
白领,8527,1
需要,8195,0
微信,8087,0
公寓,7971,1
见谅,7849,1
冻结,7590,2
联系电话,6849,0
逾期,6741,2
被,6270,2
上门服务,6264,1
材料,6178,0
支票,6096,0
提示,5995,2
解冻,5954,2
因,5940,2
长期,5872,0
按,5864,2
未分类,5863,2
个人信息,5863,2
空姐,5809,1
少妇,5611,1
兑现,5300,0
满意,5262,1
兑换,5232,2
无需,5164,1
定金,5156,1
服务,5009,1
洋妞,4966,1
积分,4903,2
工程,4893,0
张,4643,0
元,4637,2
即将,4634,2
现金,4580,2
即可,4529,2
中国工商银行,4511,2
对外,4487,0
各种,4329,0
诚信,4269,1
广告,3926,0
年代,3921,0
可开,3905,0
咨询,3870,0
普通,3760,0
走账,3755,0
美女,3718,1
恭喜发财,3685,0
联系,3658,0
谅解,3538,0
办公用品,3505,0
工程款,3441,0
经理,3404,0
北京市,3398,0
三线,3373,1
明星,3373,1
国内外,3369,1
李经理,3346,0
海涵,3240,1
低,3223,0
热线,3182,1
会议,3126,0
票,2988,0
韩,2938,1
提供,2931,1
全国,2930,0
税点,2898,0
学生,2859,1
对公,2805,0
普通发票,2781,0
清纯,2718,1
学妹,2718,1
法意,2718,1
俄,2718,1
高端,2718,1
认证,2664,2
刻章,2619,0
常,2614,0
学生妹,2581,1
科技,2550,0
价格,2511,0
短信,2477,1
李,2463,0
各行各业,2460,0
额度,2443,2
提升,2409,2
会计,2365,0
查询,2347,0
请谅解,2337,0
专业,2333,0
增值,2332,0
款,2322,0
用,2291,2
上门,2262,1
按摩,2255,1
国外,2255,1
留学生,2255,1
诚电,2255,1
非城,2255,1
勿扰,2255,1
不回,2255,1
韩欧美,2248,1
致电,2232,2
租赁,2221,0
王经理,2213,0
办证,2207,0
可以,2200,0
信用卡,2180,2
多余,2150,0
号码,2121,2
进行,2057,2
等等,2050,0
万,2049,2
国税,2040,0
不,2023,2
详情请,1988,2
抵扣,1928,0
卡,1928,2
固定,1917,2
申请,1912,2
中心,1904,2
年,1899,2
低验,1896,0
万元,1891,2
提醒您,1890,2
提额,1888,2
近期,1888,2
情况,1888,2
苗木,1874,0
加微信,1874,0
合作,1851,0
验证,1838,0
开发票,1791,0
可验,1787,0
以备,1723,0
网上,1713,0
常年,1687,0
详询,1669,0
实名,1634,2
同号,1605,0
敬请,1566,0
办理,1536,2
姿色,1512,1
建筑,1495,0
农家院,1478,2
优惠,1452,0
一套,1449,2
王先生,1444,0
点低,1432,0
代,1404,0
使用,1402,2
护士,1384,1
实习,1376,1
通州,1361,2
多,1355,2
农业银行,1333,2
重新,1332,2
总价,1331,2
一房,1331,2
一棚,1331,2
一院,1331,2
独门独院,1331,2
房源,1331,2
欲购从速,1331,2
急用,1323,0
长,1307,0
走帐,1303,0
点底,1287,0
公,1283,0
保存,1272,0
先生,1258,0
各类,1245,0
长期有效,1232,0
改为,1224,2
新版,1217,0
劳务,1216,0
小,1189,0
佳丽,1186,1
