word,frequency,label
公司,19453,0
发票,18988,0
代开,13818,0
付款,12218,1
行业,10474,0
电话,9394,1
打扰,6898,1
保真,6854,0
正规,6602,0
北京,4469,1
需要,4346,0
低保真,4222,0
对外,4105,0
增值税,3877,0
各种,3825,0
长期,3373,0
增值,3305,0
验后,3272,0
支票,2939,0
联系,2885,0
联系电话,2768,1
走账,2735,0
酒店,2630,1
专用,2609,0
见谅,2608,1
服务,2605,1
普增,2543,0
代,2538,0
可验,2509,0
机打,2276,0
普通,2237,0
尊敬,2229,2
积分,2228,2
李,2227,0
各行各业,2207,0
兑换,2205,2
用户,2203,2
分,2186,2
清零,2170,2
元,2167,2
即将,2165,2
登录,2160,2
咨询电话,2152,0
现金,2150,2
小时,2145,2
账户,2144,2
我行,2144,2
中国银行,2141,2
中行,2139,2
到期,2139,2
网址,2139,2
兑现,2073,0
海涵,2065,0
公寓,2013,1
广告,2003,0
低验,1998,0
抵扣,1894,0
白领,1855,1
模特,1855,1
咨询,1840,0
长期有效,1828,0
各行,1804,0
价格,1786,0
专业,1782,0
李经理,1687,0
常,1659,0
年代,1659,0
点低,1655,0
租赁,1636,0
经理,1572,0
科技,1571,0
發票,1517,0
对公,1512,0
多余,1490,0
票,1490,0
外地,1486,0
请谅解,1480,0
谅解,1418,0
工程,1413,0
详询,1412,0
三线,1396,1
明星,1396,1
普票,1362,0
最近,1358,0
诚信,1350,1
材料,1344,0
工程款,1343,0
票据,1318,0
美女,1286,1
北京市,1216,0
热线,1200,1
优惠,1179,0
赵,1173,0
税,1142,0
常年,1138,0
无需,1134,1
定金,1134,1
款,1108,0
上门服务,1105,1
恭喜发财,1052,0
国内外,1031,1
以备,1029,0
税率,1022,0
会计,980,0
致电,977,0
开票,961,0
李峰,961,0
费,960,0
少妇,943,1
空姐,943,1
开发票,938,0
满意,925,1
学妹,912,1
韩,912,1
法意,912,1
可验证,904,0
承点,866,0
承兑,866,0
各类,863,0
开机,852,0
打真,852,0
以及,829,0
房屋,828,0
可开,825,0
增税,825,0
机械,825,0
张婷,825,0
急用,809,0
会议,806,0
设备,805,0
提供,799,1
和,798,0
朋友,793,0
专票,792,0
等等,782,0
如扰,779,0
绝对,777,0
广告设计,774,0
医疗器械,774,0
刘华,774,0
点底,767,0
上门,760,1
一层,760,2
留学生,758,1
保存,741,0
转账,740,0
材料费,738,0
建筑,738,0
税点,737,0
来电,709,0
保頁验,706,0
欢迎,701,0
合作,694,0
税务,687,0
王望,687,0
机会,687,0
微信,670,0
学生,662,1
网上,652,0
信号,649,3
非诚,641,1
勿扰,641,1
俄黑,640,1
全国,633,0
出售,633,0
周先生,623,0
王,612,0
增发,601,0
普通机,575,0
敬请,569,2
开国,562,0
顾验,562,0
请电,553,0
低,536,0
用,536,0
永久,523,0
单位,496,0
周强,496,0
洋妞,494,1
到,493,2
千分之,478,0
谢谢,473,0
起,464,2
验证,460,0
回,454,3
退订,454,3
安装,452,3
看,450,3
中视,449,3
卫星电视,449,3
地理,449,3
探索,449,3
迪士尼,449,3
凤凰,449,3
高清,449,3
大片,449,3
手机信号,449,3
放大器,449,3
解决,449,3
弱,449,3
