word,frequency,label
发票,30274,0
公司,27426,0
付款,19416,0
电话,18982,0
代开,17732,0
行业,16846,0
正规,14133,0
打扰,10047,0
保真,9216,0
增值税,8715,0
北京,7872,0
验后,7370,0
低保真,6232,0
各种,5211,0
可验,4782,0
对外,4642,0
微信,4614,0
材料,4611,0
年代,4409,0
见谅,4319,0
广告,3900,0
普通,3802,0
长期,3722,0
机打,3700,0
经理,3505,0
常,3475,0
科技,3450,0
支票,3433,0
酒店,3374,0
走账,3168,0
兑现,3065,0
可验证,3046,0
绝对,3016,0
服务,2998,0
分析,2879,3
工程,2871,0
全国,2839,0
低,2736,0
对公,2702,0
需要,2624,0
少妇,2593,1
空姐,2593,1
模特,2593,1
公寓,2561,1
常年,2558,0
联系电话,2538,0
工程款,2494,0
海涵,2423,0
咨询电话,2421,2
等等,2272,0
白领,2227,1
不,2216,2
核实,2198,2
用户,2180,2
万,2178,2
工商银行,2170,2
农家院,2148,2
独门独院,2111,2
点低,2070,0
一套,2063,2
多,2038,2
王经理,2035,0
房源,1991,2
各行,1985,0
生态,1980,2
欲购从速,1980,2
各行各业,1969,0
刘,1941,0
退订,1932,3
回,1928,3
恭喜发财,1879,0
国税,1845,0
办理,1835,2
赵,1832,0
抵扣,1822,0
国外,1811,1
学生妹,1802,1
可开,1788,0
短信,1746,0
自,1729,3
财富,1724,3
验证,1720,0
验证码,1717,3
人满,1686,3
即,1686,3
款,1673,0
票,1672,0
联系,1662,0
业务,1640,0
老牌,1615,3
分析师,1615,3
坐镇,1615,3
封加群,1615,3
上门,1607,1
按摩,1607,1
留学生,1607,1
诚电,1607,1
非城,1607,1
勿扰,1607,1
不回,1607,1
全部,1606,3
群友,1603,3
营盘,1599,3
大量,1565,3
租赁,1560,0
必填,1551,3
长期有效,1541,0
普通发票,1528,0
李经理,1527,0
营,1525,0
改增,1525,0
免费,1512,3
收益,1506,3
请谅解,1491,0
票据,1469,0
单位,1467,0
业余,1467,0
通用机,1467,0
等票,1467,0
真点,1467,0
女士,1467,0
增税,1424,0
联系人,1414,0
税点,1404,0
代办,1390,0
王,1386,0
谅解,1297,0
网上,1295,0
开发票,1229,0
代,1211,0
上门服务,1192,1
多余,1167,0
会计,1149,0
额度,1118,2
专业,1115,0
信息,1114,2
提示,1110,2
通州,1109,2
两室,1109,2
一厅,1109,2
账户,1109,2
尊敬,1108,2
登录,1105,2
房租,1104,0
因,1103,2
被,1103,2
工行,1099,2
未分类,1099,2
个人身份,1099,2
冻结,1099,2
按,1099,2
解冻,1099,2
我行,1091,2
提升,1079,2
登陆,1077,2
及时,1070,2
各类,1069,0
达到,1069,2
标准,1069,2
逾期,1069,2
征信,1068,2
信用,1068,2
指定,1067,2
现可,1067,2
失效,1067,2
公,1057,0
养生,1039,2
张,1019,0
会议,1014,0
餐饮,1012,0
及,1011,0
美女,995,1
以及,984,0
房屋,983,0
机械,983,0
张婷,983,0
详询,970,0
绿色,956,2
增值,951,0
办公用品,887,0
北京市,881,0
微,877,2
信号,877,2
大兴区,871,2
劳务,868,0
低验,861,0
谢谢,837,0
各地,836,0
周强,821,0
学生,791,1
各个,751,0
刻章,749,0
出售,734,0
最近,727,0
备用,726,0
李,715,0
办证,692,0
证件,692,2
专增,690,0
可公,689,0
