word,frequency,label
公司,15890,0
发票,14145,0
用户,12622,2
登录,12584,2
尊敬,12571,2
元,12483,2
小时,12477,2
积分,12437,2
兑换,12433,2
分,12430,2
即将,12429,2
现金,12429,2
建行,12426,2
到期,12426,2
清零,12426,2
我行,12426,2
网址,12426,2
代开,11850,0
建设银行,11665,2
行业,10439,0
电话,9454,0
付款,8675,0
账户,8671,2
北京,5724,0
正规,5686,0
低保真,5116,0
打扰,4822,0
帐户,3770,2
验后,3576,0
对外,3539,0
长期,3211,0
机打,3151,0
保真,2788,0
税点,2368,0
材料,2276,0
增值,2219,0
支票,2218,0
兑现,2218,0
增值税,2201,0
广告,2147,0
各种,2135,0
王经理,1834,0
微信,1789,0
走账,1759,0
工程款,1697,0
年代,1687,0
低验,1671,0
请谅解,1628,0
普通,1617,0
全国,1613,0
款,1605,0
张,1580,0
北京市,1580,0
联系电话,1566,0
可验,1511,0
科技,1477,0
恭喜发财,1452,0
租赁,1452,0
联系,1408,0
需要,1312,0
见谅,1306,2
常,1302,0
查询,1295,0
咨询电话,1282,0
开发票,1232,0
验证,1187,0
长期有效,1186,0
票,1140,0
常年,1138,0
丶,1124,0
代,1100,0
会计,1083,0
海涵,1076,0
各地,1025,0
工程,1015,0
经理,964,0
合作,963,0
服务,951,0
点低,922,0
谅解,918,0
李经理,861,0
机械,842,0
可开,837,0
及,832,0
增税,830,0
房屋,830,0
以及,830,0
张婷,830,0
国税发,825,0
专用发票,824,0
过,785,0
张理,785,0
建设,765,2
银,765,2
网上,763,0
解决,752,0
多余,704,0
点底,684,0
致电,684,2
国税,659,0
安装,646,3
普通发票,640,0
李,638,0
抵扣,630,0
朋友,630,0
劳务,629,0
王琪,612,0
保证,604,0
设备,604,0
酒店,602,0
敬请,601,0
会议,595,0
广告设计,593,0
医疗器械,593,0
对公,593,0
刘华,593,0
咨询,586,0
诚信,582,0
谢谢,570,0
长,559,0
谢谢您,549,0
都,541,0
税务,541,0
可验证,537,0
到,536,2
问题,535,0
小,531,0
城,528,2
京西,528,2
最低,526,0
为,526,0
报账,526,0
见票,526,0
后付费,526,0
军,526,0
首付,526,2
全新,525,2
详询,515,0
户型,514,2
餐饮,513,0
低,510,0
一,510,2
孔雀,503,2
又,503,2
立作,503,2
均价,503,2
平民,503,2
全明,503,2
万买居,503,2
详情,503,2
等等,477,0
或,445,0
代办,440,0
外地,435,0
卫星电视,434,3
凤凰,434,3
新闻,434,3
手机信号,434,3
放大器,434,3
走帐,425,0
一微信,425,0
办理,423,0
永久,419,0
高,418,2
以前,415,0
给,415,0
票普增,400,0
专增点,400,0
同号,400,0
周涛,400,0
保留,399,0
等验,391,0
以备,391,0
办公用品,384,0
专业,383,0
和,378,0
信用卡,377,2
外开,366,0
查,363,0
票据,352,0
地税,349,0
退订,344,3
回,339,3
钱,324,0
好,309,0
下午,306,0
周强,306,0
急用,299,0
专增,298,0
代开验,291,0
建筑,290,0
王磊,281,0
税率,281,0
如有,280,0
打挠,279,0
服务费,276,0
开过,271,0
租赁费,267,0
房租费,267,0
被,262,2
