word,frequency,label
发票,38114,0
公司,36678,0
付款,32117,1
代开,27930,0
电话,27158,0
行业,26784,0
保真,14967,0
打扰,13267,1
正规,12793,0
北京,12639,1
用户,12636,2
验后,12368,0
登录,11921,2
账户,11491,2
元,9884,2
小时,9806,2
尊敬,9791,2
机打,9750,0
积分,9688,2
兑换,9688,2
现金,9654,2
即将,9648,2
我行,9643,2
分,9640,2
网址,9638,2
建设银行,9637,2
建行,9629,2
清零,9629,2
到期,9628,2
公寓,8609,1
长期,8441,0
酒店,8153,1
增值税,7790,0
低保真,7699,0
模特,7636,1
上门服务,7636,1
满意,7274,1
白领,7132,1
洋妞,6769,1
无需,6769,1
定金,6769,1
高端,5802,1
对外,5788,0
工商银行,5354,2
见谅,4887,1
支票,4704,0
兑现,4704,0
美女,4584,1
点底,4549,0
各种,4512,0
国内外,4486,1
高,4413,0
年代,4350,0
热线,4274,1
广告,4263,0
先生,4211,0
常,4036,0
诚信,3960,1
少妇,3916,1
空姐,3916,1
材料,3916,0
学生,3914,1
微信,3863,0
致电,3858,0
详询,3755,2
联系电话,3727,0
明星,3725,1
三线,3723,1
清纯,3720,1
学妹,3720,1
韩,3720,1
法意,3720,1
俄,3720,1
核实,3599,2
经理,3554,0
提供,3414,1
可验,3323,0
低,3280,0
低验,3268,0
万,3258,2
信用卡,3250,2
用,3207,2
额度,3171,2
多余,3132,0
不,3127,2
申请,3113,2
中心,3110,2
卡,3106,2
提升,3102,2
提醒您,3101,2
万元,3101,2
详情请,3095,2
提额,3094,2
工行,3091,2
可以,3091,2
近期,3088,2
情况,3088,2
固定,3088,2
韩欧美,3049,1
科技,3037,0
认证,3016,2
海涵,2939,1
税点,2699,0
可验证,2619,0
为,2581,0
请谅解,2572,0
王经理,2499,0
抵扣,2471,0
验证,2393,0
工程款,2388,0
普通,2366,0
各行各业,2352,0
被,2336,2
税率,2303,0
工程,2296,0
央行,2254,2
实行,2254,2
分类,2254,2
谅解,2233,0
全国,2160,0
普通发票,2124,0
增值,1998,0
未,1977,2
农家院,1955,2
一套,1955,2
走账,1848,0
王,1846,0
需要,1833,0
咨询,1801,0
短信,1777,3
现房,1772,2
京南,1753,2
两室,1753,2
一厅,1753,2
独门独院,1753,2
远离,1753,2
尾气,1753,2
等等,1735,0
会,1727,3
店,1723,3
私密,1722,3
所,1722,3
解析,1722,3
七情,1722,3
满足,1722,3
六欲,1722,3
她,1722,3
优雅,1722,3
懂,1722,3
烦忧,1722,3
知,1722,3
苦愁,1722,3
解忧,1722,3
租赁,1709,0
北京市,1697,0
款,1695,0
精装,1682,2
平米,1676,2
恭喜发财,1633,0
各行,1624,0
真,1620,0
张,1585,0
限购,1585,2
通知,1581,2
绿色,1549,2
养生,1546,2
自种,1546,2
自吃,1546,2
金发碧眼,1529,1
北影,1529,1
在校学生,1529,1
实习,1520,1
护士,1520,1
姿色,1520,1
佳丽,1520,1
后付费,1516,0
多,1502,2
可开,1501,0
即可,1492,2
亦庄,1480,2
交钱,1480,2
入住,1480,2
房源,1480,2
欲购从速,1480,2
联系,1476,0
总价,1472,2
赵,1414,0
代,1390,0
或,1368,2
专用发票,1367,0
新规,1345,2
停用,1345,2
注销,1345,2
咨询电话,1313,0
会计,1305,0
常年,1299,0
外地,1278,0
点低,1270,0
国税,1222,0
办理,1214,0
