word,frequency,label
发票,15260,0
公司,11376,0
我行,9829,2
代开,8488,0
致电,6696,2
付款,6627,1
提额,6361,2
信用卡,6235,2
尊敬,6073,2
用户,6052,2
工商银行,6001,2
行业,5874,0
提升,5869,2
电话,5706,0
额度,5563,2
详情,5138,2
调整,4773,2
标准,4772,2
万元,4692,2
正规,4514,0
打扰,4463,1
达到,3623,2
北京,3388,1
增值税,3290,0
酒店,3243,1
各种,2978,0
需要,2794,0
票据,2476,0
工作日内,2456,2
低保真,2376,0
保真,2318,0
工作日,2316,2
上门服务,2289,1
模特,2289,1
对外,2287,0
见谅,2183,0
公寓,2161,1
对公,2147,0
白领,2131,1
三线,2109,1
明星,2109,1
北京市,2094,2
美女,1941,1
满意,1939,1
如需,1926,2
联系,1917,0
代,1917,0
联系电话,1825,2
普通,1789,0
会计,1779,0
长期,1748,0
万,1720,2
诚信,1622,1
热线,1503,1
各行各业,1484,0
无需,1456,1
洋妞,1455,1
定金,1455,1
票,1436,0
国内外,1433,1
清纯,1433,1
学妹,1433,1
韩,1433,1
法意,1433,1
俄,1433,1
高端,1433,1
长期有效,1419,0
税率,1416,0
走账,1410,0
支票,1391,0
兑现,1391,0
低,1362,0
各类,1356,0
办理,1343,2
验后,1264,0
多余,1261,0
低验,1252,0
开机,1240,0
打真,1240,0
固定,1231,2
征信,1229,2
工行,1224,2
近期,1220,2
良好,1220,2
以备,1180,0
急用,1180,0
李,1176,0
保存,1159,0
可开,1154,2
已达,1149,2
咨询电话,1100,0
情况,1097,2
消费,1091,2
增值,1071,0
海涵,1066,0
住宿,1062,0
工程,1036,0
餐饮,1025,0
转账,1025,0
开发票,1023,0
常年,1008,0
设备,992,0
税点,987,0
租赁,983,0
广告设计,954,0
医疗器械,954,0
会议,954,0
刘华,954,0
可代开,945,0
验证,941,0
机打,925,0
加微信,922,0
工程款,888,0
少妇,856,1
空姐,856,1
服务,827,0
恭喜发财,805,0
咨询,798,0
做账,785,2
科技,763,0
张,758,0
经理,755,0
外地,752,0
详询,749,0
一层,741,2
税,705,0
广告费,700,0
运输费,700,0
也,700,0
刻章,690,0
证件,662,0
代办,656,0
比,636,0
微信,636,0
可以,630,0
用,605,0
请谅解,601,0
李请,558,0
专票,551,0
建筑工程,540,0
学生,531,1
谢谢,513,0
乌克兰,508,1
李经理,504,0
广告,481,0
专业,476,0
提供,471,0
到,451,2
可验,442,0
报销,439,0
和,439,0
京代开,419,0
欢迎,419,0
王先生,419,0
等等,417,0
是,415,0
刘,414,0
买,396,2
起,396,2
普通机,396,0
优惠,387,0
首付,387,2
之前,379,0
帐,379,2
平米,373,2
全新,368,2
送,368,2
退订,367,3
孔雀,366,2
城,366,2
香河,366,2
又,366,2
一,366,2
立作,366,2
全明,366,2
户型,366,2
回,365,3
信号,364,3
安装,362,3
中视,357,3
卫星电视,357,3
看,357,3
地理,357,3
探索,357,3
迪士尼,357,3
凤凰,357,3
高清,357,3
大片,357,3
手机信号,357,3
放大器,357,3
解决,357,3
弱,357,3
通话,357,3
断续,357,3
韩国,350,1
日本,350,1
法国,350,1
等国,350,1
见面,350,1
姿色,348,1
