word,frequency,label
发票,37627,0
公司,32908,0
付款,31510,1
代开,25181,0
行业,24189,0
电话,20716,0
尊敬,14661,2
元,14638,2
用户,14626,2
分,14620,2
账户,14611,2
小时,14611,2
登录,14604,2
我行,14604,2
即将,14595,2
兑换,14593,2
积分,14591,2
网址,14591,2
现金,14590,2
到期,14589,2
清零,14589,2
保真,14129,0
验后,13986,0
北京,13592,1
建设银行,11424,2
建行,11421,2
打扰,11340,1
增值税,10370,0
长期,10293,2
正规,9804,0
低保真,8315,0
酒店,6837,1
上门服务,6238,1
对外,6192,0
模特,6184,1
白领,5725,1
点底,5548,0
公寓,5416,1
满意,5279,1
兑现,5239,0
多余,5226,0
机打,5201,0
支票,5101,0
见谅,4980,1
高,4800,0
先生,4772,0
材料,4645,0
洋妞,4599,1
无需,4599,1
定金,4599,1
联系电话,4581,0
可验,4190,0
微信,3978,2
美女,3896,1
全国,3731,0
可验证,3688,0
空姐,3488,1
提供,3459,1
学生,3441,1
工程,3432,0
少妇,3350,1
低,3260,0
抵扣,3214,0
三线,3198,1
中国银行,3182,2
中行,3172,2
国内外,3125,1
咨询电话,3060,2
各种,3029,2
广告,3027,0
明星,3002,1
诚信,2992,1
王经理,2931,0
需要,2909,0
经理,2874,0
普通,2856,0
走账,2800,0
热线,2685,1
高端,2669,1
票据,2604,0
科技,2556,0
清纯,2525,1
学妹,2525,1
韩,2525,1
法意,2525,1
俄,2525,1
查询,2502,0
地税,2455,0
通用机,2378,0
咨询,2311,0
可开,2289,0
小,2253,0
单位,2215,0
可堆,2215,0
外国,2215,0
等票,2215,0
真点,2215,0
赵打,2215,0
开发票,2090,0
韩欧美,2074,1
及,2064,0
代,2053,0
外地,1992,0
恭喜发财,1987,0
服务,1978,0
普通发票,1975,0
北京市,1920,0
票,1878,0
退订,1758,3
回,1754,3
常年,1740,0
租赁,1712,0
年代,1641,0
办公用品,1637,0
海涵,1620,1
请谅解,1595,0
张,1554,0
财富,1520,3
工程款,1505,0
联系,1486,2
长期有效,1479,0
验证码,1461,3
李经理,1453,0
各行各业,1444,0
会议,1424,0
验证,1396,0
等等,1380,0
国税,1348,0
店,1317,3
常,1301,0
会计,1295,0
低验,1281,0
网上,1261,0
款,1260,0
钱,1217,0
设备,1174,0
必填,1171,3
对公,1161,0
在校学生,1156,1
姿色,1136,1
餐饮,1096,0
增值,1066,0
真,1064,0
是,1039,2
营改,1020,0
俄罗斯,1019,1
所有,1008,0
金发碧眼,985,1
北影,985,1
海,985,1
专业,965,0
所,962,3
税率,947,0
李,921,0
实习,918,1
护士,918,1
佳丽,918,1
绝对,899,0
信号,849,3
各行,843,0
保留,829,0
微,817,0
谅解,812,0
私人,797,3
联系人,780,0
增发,779,0
代办,768,0
急用,768,2
各地,767,0
周强,753,0
分析,752,3
苗木,737,0
加微信,737,0
欢迎,724,0
住宿,722,0
此,708,2
免费,691,3
专增票,682,0
普增票,682,0
号码,672,2
短信,670,3
会,658,3
体验,658,3
即,654,3
行宫,653,3
男士,653,3
解析,653,3
七情,653,3
满足,653,3
六欲,653,3
空间,653,3
尽享,653,3
阴阳,653,3
交融,653,3
激情,653,3
极致,653,3
抵大郊,653,3
亭,653,3
百子,653,3
湾,653,3
