word,frequency,label
发票,12646,0
公司,12589,0
代开,10211,0
行业,9081,0
正规,8668,0
付款,7826,0
元,7660,2
尊敬,7592,2
兑换,7557,2
账户,7551,2
积分,7543,2
用户,7537,2
我行,7536,2
现金,7529,2
到期,7527,2
清零,7527,2
中国银行,7178,2
中行,7173,2
电话,6679,2
小时,4930,2
登录,4925,2
网址,4917,2
分,4780,2
即将,4746,2
北京,4558,0
打扰,4195,0
保真,3427,0
机打,3266,0
长期,3050,0
分即,2781,2
登陆,2619,2
次日,2610,2
增值税,2543,0
低保真,2234,0
点底,1987,0
各行各业,1953,0
可验,1866,0
低,1810,0
验后,1754,0
张,1737,0
王经理,1736,0
对外,1730,0
谅解,1668,0
联系电话,1644,0
需要,1601,0
经理,1550,0
外地,1481,0
抵扣,1438,0
各种,1437,0
年代,1414,0
可查,1332,0
可验验,1332,0
可验证,1318,0
见谅,1246,0
常,1206,0
点低,1168,0
咨询电话,1161,0
保障,1130,0
国地,1128,0
通用机,1128,0
等票,1128,0
真点,1128,0
赵,1128,0
女士,1128,0
联系,1064,0
请谅解,1059,0
联系人,1057,0
保存,1005,0
高,998,0
以备,986,0
王,964,0
广告,951,0
会计,929,0
李,896,2
详询,889,0
全国,845,0
开发票,831,2
咨询,814,0
急用,800,0
普通,778,0
价格,769,0
绝对,757,0
建筑,753,0
李经理,752,0
材料费,750,0
费,750,0
对公,750,0
转账,750,0
长期有效,746,0
和,723,0
票据,703,0
敬请,702,0
建行,696,2
李梅,666,0
多余,662,0
是,650,2
兑现,638,0
支票,630,0
材料,579,0
陈经理,570,0
海涵,546,0
税务,544,0
科技,494,0
房租,491,0
专业,481,0
专用,473,0
微信,450,2
提供,442,0
低验,430,0
税点,425,0
合作,418,0
真,412,0
税率,412,0
增值,407,0
验证,403,0
北京市,389,0
票,387,0
营,385,0
改增,385,0
有意者,383,2
發票,381,0
商贸,377,0
科技咨询,377,0
机械,377,0
加油,377,0
国税,367,0
服务,365,0
地税,365,0
代,364,0
银行,363,2
保,362,0
长,356,0
普通发票,356,0
培训,348,0
点滴,348,0
查询,342,0
各地,316,0
出售,315,0
最低,314,0
永久,314,0
类型,311,0
如扰,311,0
普票,310,0
保证,310,0
真票,310,0
代办,286,0
开盘,284,2
恭喜发财,279,0
通州,277,2
诚信,273,0
回,262,3
我们,259,0
税点底,255,0
真票验,255,0
王请,255,0
备用,255,0
本人,253,2
外开,250,0
保頁验,248,0
信用卡,248,2
为,238,2
及,227,0
钱,223,0
普通机,222,0
新版,221,0
营改,221,0
增点,221,0
同号,219,0
走账,218,0
国税发,217,0
票普增,217,0
专增点,217,0
老板,215,0
不,214,2
农家院,210,2
办理,203,3
欢迎,196,0
常年,194,0
限购,194,2
公交,194,2
直达,194,2
使用,192,0
来电,191,0
金,190,0
急需,187,0
留存,182,0
系统,178,3
谢谢,171,0
抢房,166,2
普增,163,0
王望,163,0
机会,163,0
独门独院,163,2
周涛,161,0
啦,159,2
刘佳,159,0
网上,157,0
还,157,2
一次性,157,2
联,153,2
