word,frequency,label
发票,36000,0
公司,32949,0
付款,26568,1
代开,24584,0
行业,22317,0
电话,20720,1
打扰,17104,1
正规,15580,0
北京,12202,1
低保真,11306,0
保真,9943,0
酒店,9919,1
模特,9193,1
增值税,9145,0
公寓,9091,1
白领,8819,1
验后,7443,0
广告,7326,0
见谅,6993,1
上门服务,6731,1
机打,6450,0
少妇,6260,1
空姐,6260,1
海涵,6195,1
服务,6142,1
微信,5810,0
洋妞,5258,1
无需,5258,1
定金,5258,1
联系电话,4992,1
尊敬,4938,2
材料,4870,0
科技,4790,0
满意,4750,1
用户,4738,2
普通,4603,0
年代,4294,0
美女,4241,1
逾期,4146,2
代办,4002,0
支票,3958,0
验证,3908,0
可验,3897,0
长期,3732,0
李经理,3689,0
各种,3679,0
工商银行,3678,2
三线,3653,1
明星,3653,1
对外,3566,0
专增票,3564,0
咨询电话,3527,0
学生,3467,1
热线,3403,1
兑现,3380,0
走账,3377,0
低,3374,0
登录,3346,2
国内外,3314,1
恭喜发财,3308,0
诚信,3245,1
国税发,3231,0
高端,3131,1
北京市,3038,0
工程款,2936,0
清纯,2933,1
学妹,2933,1
韩,2933,1
法意,2933,1
俄,2933,1
工程,2920,0
提供,2879,1
常,2860,0
全国,2804,0
学生妹,2793,1
对公,2691,0
国外,2643,1
上门,2630,1
账户,2626,2
失效,2620,2
款,2558,0
短信,2548,1
办理,2533,0
票机,2516,0
打普增,2516,0
真点,2516,0
赵,2516,0
女士,2516,0
按摩,2477,1
留学生,2477,1
诚电,2477,1
非城,2477,1
勿扰,2477,1
不回,2477,1
租赁,2449,0
常年,2380,0
工行,2347,2
韩欧美,2325,1
票,2318,0
可开,2218,0
谅解,2178,0
经理,2113,0
等等,2069,0
我行,2009,2
高,1999,0
增税,1947,0
可验证,1937,0
信用卡,1924,2
需要,1913,0
张,1908,0
生态,1894,2
及时,1877,2
王经理,1845,0
专业,1840,0
抵扣,1815,0
元,1756,2
立即,1750,2
兑换,1746,0
房屋,1735,0
机械,1735,0
先生,1691,0
建筑,1645,0
万元,1645,2
业务,1631,0
增值,1616,0
李,1571,0
开发票,1565,0
查询,1549,0
各行各业,1537,0
普通机,1530,0
现金,1522,2
积分,1519,2
即将,1518,2
税点,1503,0
代,1494,0
国税,1489,0
以及,1477,0
张婷,1461,0
建设银行,1453,2
姿色,1444,1
信号,1432,0
联系人,1387,0
万,1376,2
清空,1358,2
独门独院,1354,2
信用,1341,2
微,1336,0
致电,1299,0
敬请,1287,0
一套,1282,2
农家院,1280,2
养老,1276,2
核实,1276,2
普通发票,1257,0
额度,1238,2
请谅解,1229,0
价格低,1224,0
公,1221,0
查验,1210,0
所有,1209,0
金发碧眼,1197,1
北影,1197,1
在校学生,1197,1
提升,1181,2
标准,1180,2
征信,1178,2
登陆,1173,2
达到,1171,2
指定,1171,2
现可,1171,2
远离,1167,2
通州,1164,2
两室,1164,2
一厅,1164,2
尾气,1160,2
养生,1160,2
各行,1141,0
绝对,1129,0
实习,1128,1
护士,1128,1
佳丽,1128,1
办证,1124,0
详询,1115,0
长,1105,0
点低,1103,0
刻章,1099,0
联系,1083,0
另,1082,0
普增票,1048,0
营改,1012,0
被,1000,2
冻结,997,2
因,995,2
各类,993,0
提示,992,2
解冻,991,2
未分类,989,2
按,989,2
专票,986,0
安装,962,3
