word,frequency,label
公司,24126,0
发票,23441,0
付款,20061,0
代开,17348,0
行业,16711,0
电话,15529,0
登录,9811,2
用户,9807,2
元,9213,2
小时,9189,2
尊敬,9167,2
现金,9152,2
积分,9095,2
即将,9092,2
分,9089,2
兑换,9086,2
我行,9085,2
清零,9082,2
建设银行,9082,2
建行,9080,2
网址,9080,2
到期,8897,2
北京,8884,0
打扰,8302,0
正规,7917,0
保真,7785,0
验后,7168,0
低保真,5849,0
增值税,5793,0
酒店,5754,3
支票,5713,0
兑现,5713,0
帐户,4922,2
对外,4871,0
材料,4684,0
公寓,4386,1
上门服务,4380,1
白领,4380,1
模特,4380,1
洋妞,4380,1
无需,4380,1
定金,4380,1
满意,4380,1
账户,4168,2
广告,3868,0
机打,3841,0
各种,3679,0
海涵,3669,0
走账,3543,0
经理,3521,0
长期,3369,0
租赁,3250,0
工程,3112,0
代,3093,0
恭喜发财,3021,0
王经理,2888,0
北京市,2876,0
全国,2820,0
可开,2786,0
热线,2752,3
提供,2574,0
年代,2564,0
诚信,2538,0
高端,2536,1
韩,2523,1
国内外,2521,1
美女,2521,1
清纯,2521,1
学妹,2521,1
法意,2521,1
俄,2521,1
三线,2521,1
明星,2521,1
款,2463,0
联系,2453,0
常,2440,0
工程款,2432,0
低验,2364,0
机械,2328,0
微信,2322,0
科技,2310,0
以及,2306,0
联系电话,2204,0
开发票,2168,0
可验,2101,0
详询,2064,0
税点,2057,0
见谅,1999,0
票,1997,0
咨询,1977,0
普通,1955,0
服务,1889,0
增税,1867,0
房屋,1867,0
张婷,1867,0
请谅解,1864,0
学生,1859,1
少妇,1859,1
空姐,1859,1
韩欧美,1859,1
会议,1848,0
会计,1787,0
验证,1745,0
及,1700,0
农家院,1699,2
需要,1697,0
一套,1696,2
万,1678,2
各地,1657,0
远离,1653,2
京南,1650,2
两室,1650,2
一厅,1650,2
独门独院,1650,2
尾气,1650,2
常年,1649,0
办公用品,1643,0
可验证,1577,0
工行,1524,2
工商银行,1524,2
低,1515,0
长期有效,1496,0
李,1466,0
养生,1454,3
绿色,1451,2
核实,1414,2
设备,1374,0
增值,1371,0
信用卡,1294,2
普通发票,1263,0
致电,1239,0
合作,1231,0
点底,1206,0
业务,1176,0
过,1085,0
陆,1077,0
国税发,1071,0
后付费,1069,0
金发碧眼,1054,1
北影,1054,1
在校学生,1054,1
查询,1053,0
网上,1048,0
税率,1047,0
永久,1045,0
营改,1040,0
抵扣,1038,0
高,1037,0
先生,1037,0
用,1027,2
钱,997,0
为,952,0
餐费,950,0
点低,948,0
苗木,922,0
解决,920,3
电联,919,0
广告设计,904,0
医疗器械,904,0
对公,904,0
刘华,904,0
多余,900,0
劳务,899,0
专用发票,886,0
报账,886,0
额度,868,2
价格,860,0
详情请,842,2
提额,836,2
各行,834,0
周先生,829,0
可以,829,2
张,824,0
申请,823,2
固定,823,2
卡,819,2
提醒您,815,2
中心,814,2
提升,813,2
近期,811,2
情况,811,2
万元,811,2
实习,805,1
护士,805,1
姿色,805,1
佳丽,805,1
敬请,799,0
被,799,2
谅解,798,0
各个,788,0
类,778,0
绝对,769,0
欢迎,765,0
或,762,2
各行各业,757,0
税,739,0
专业,731,3
信号,722,3
使用,722,2
通知,718,2
