word,frequency,label
发票,11223,0
公司,10062,0
电话,8823,0
行业,7240,0
正规,6111,0
付款,5963,0
代开,5922,0
保真,4613,0
北京,3779,0
验后,3419,0
增值税,3238,0
不,2882,2
微信,2821,0
打扰,2652,0
低保真,2420,0
年代,2295,0
张,2109,0
对外,1720,0
常,1665,0
机打,1663,0
走账,1567,0
经理,1560,0
对公,1544,0
多,1457,2
房源,1456,2
欲购从速,1446,2
验证,1396,0
联系电话,1359,0
万,1264,2
限购,1221,2
常年,1214,0
支票,1206,0
海涵,1205,0
平米,1201,2
全国,1173,0
公,1136,0
尊敬,1136,2
农家院,1126,2
一层,1124,2
工商银行,1086,2
用户,1079,2
被,1074,2
信息,1071,2
登录,1071,2
核实,1065,2
账户,1063,2
提示,1056,3
工行,1052,2
冻结,1051,2
按,1051,2
因,1041,2
未分类,1041,2
个人身份,1041,2
解冻,1041,2
及时,1037,2
各种,1028,0
通州,1015,2
王经理,990,0
独门独院,973,2
兑现,962,0
生态,950,2
刘,933,0
点低,905,0
一套,884,2
两室,884,2
一厅,884,2
普通发票,868,0
材料,832,0
业务,830,0
可开,829,0
同号,823,0
各类,820,0
精装,804,2
现房,780,2
各地,767,0
天津,744,2
一,721,2
等等,699,0
长期,686,0
代办,678,0
见谅,675,0
各行各业,660,0
齐全,654,2
买,647,2
李经理,619,0
普通,609,0
代理,576,0
送,569,2
亦庄,562,2
开发区,562,2
豪华,562,2
一万元,562,2
工程款,539,0
出售,537,0
永久,531,0
专业,526,0
可公,512,0
请谅解,510,0
房,505,2
面积,503,2
需要,496,0
广告,493,0
杨经理,474,0
热线,468,2
各个,463,0
工程,455,0
详询,451,2
科技,450,0
旁,449,2
每套,441,2
餐饮,432,0
款,427,0
可验,406,0
专用发票,396,0
信号,391,2
起,389,2
联系,385,0
带,384,0
保证,384,0
高速,384,2
均价,383,2
以备,373,0
不限贷,372,2
落户,372,2
红印,372,2
户口,372,2
高铁,372,2
学区,372,2
急用,372,0
专增点,365,0
配套,359,2
国税发,355,0
票普增,355,0
公寓,354,2
低,348,0
刻章,344,0
首选,338,2
万套,338,2
办证,334,0
长,316,0
司长,314,0
国税,306,0
信用卡,305,2
恭喜发财,304,0
联系人,302,0
微,302,2
谅解,297,0
商住,295,3
两用,295,3
不动产,295,3
五证,295,3
每平,295,3
到平,295,3
点位,292,0
办公用品,280,0
抵押,271,2
产权,270,2
公兑,269,0
走帐,268,0
真,262,0
实验,262,0
票,260,0
及,259,2
代,254,0
开发票,254,0
住宿,254,0
小李,254,0
对现,244,0
住,242,2
都,240,0
房租,227,0
长年,225,0
另,224,2
建筑,217,2
办理,214,2
各行,212,0
诚信,211,2
营改,208,0
增发,208,0
和,203,0
元,198,2
提供,198,1
国内,198,1
国外,198,1
美女,198,1
酒店,198,1
上门服务,198,1
还,196,2
取现,195,2
垫,195,2
志诚,193,0
票务,193,0
为您服务,193,0
普增,193,0
专增,193,0
小时,192,2
昌平,189,2
便民,189,2
车队,189,2
叫车,189,2
