time,票据推销,色情欺诈,卡贷诱骗,商务广告
211,71,0,2,10
213,84,0,8,8
214,152,0,1,10
215,51,0,7,0
216,78,0,1,9
217,129,0,9,0
218,143,0,0,10
219,118,0,1,0
220,101,0,0,5
221,183,6,15,0
222,112,0,9,0
223,132,1,1,0
224,143,0,23,0
226,162,11,1,0
227,148,7,3,0
228,139,5,1,0
229,131,12,1,0
230,139,1,0,0
231,118,5,0,0
232,110,0,0,0
234,85,28,0,0
235,147,18,0,0
236,158,5,1,0
237,68,0,0,0
239,44,8,0,0
241,112,27,0,0
242,117,1,1,1
243,89,5,2,0
244,96,39,0,0
245,101,5,0,0
246,59,0,1,0
247,79,19,1,0
249,58,22,1,0
250,95,36,0,0
251,64,43,0,0
252,88,8,0,0
254,23,74,0,0
255,7,38,0,0
256,25,0,0,0
259,19,0,0,0
260,6,9,0,3
263,0,37,0,0
264,0,25,0,0
265,0,40,0,0
266,0,28,0,0
267,0,14,0,0
268,0,93,0,0
269,0,77,0,0
270,8,53,0,0
271,12,40,0,0
272,13,0,0,0
273,13,28,1,0
274,0,31,0,0
275,0,9,0,0
276,0,50,1,0
277,0,37,0,0
278,0,21,0,0
279,0,24,0,0
280,0,39,0,0
281,0,21,1,0
282,0,22,1,0
284,4,22,3,0
285,0,18,0,0
286,0,37,0,0
287,0,69,1,0
