time,票据推销,色情欺诈,卡贷诱骗,商务广告
94,42,0,0,0
96,20,0,0,0
97,16,0,0,0
101,10,0,0,0
102,40,0,0,0
103,66,0,0,0
105,46,0,0,0
106,70,0,0,0
107,31,0,8,0
109,49,0,33,0
110,50,0,22,0
111,26,0,0,0
113,8,0,22,0
114,33,0,0,0
115,82,0,56,0
116,82,0,0,0
117,115,0,20,0
118,76,0,52,0
119,48,0,0,0
121,96,0,0,0
122,62,0,0,0
125,92,0,18,0
127,166,0,10,4
128,206,0,34,0
129,163,0,52,0
130,77,0,4,0
131,227,0,22,2
132,184,0,26,0
133,160,0,13,2
136,128,0,34,2
137,125,0,29,0
138,56,0,10,0
139,144,0,58,0
140,13,0,64,0
