time,票据推销,色情欺诈,卡贷诱骗,商务广告
182,17,0,22,2
183,13,0,10,0
184,27,0,15,3
185,23,0,2,4
186,40,0,13,6
187,26,0,8,15
188,39,0,37,13
189,65,0,38,10
190,17,0,73,4
192,36,0,45,0
193,33,0,18,0
194,62,0,0,3
195,33,0,12,9
196,47,0,4,21
197,50,0,6,15
198,60,0,1,7
199,58,0,4,5
200,58,0,0,1
201,37,0,0,4
202,42,0,4,2
203,72,0,0,7
204,20,0,0,17
205,55,0,12,5
206,64,0,9,16
208,77,0,1,3
209,27,0,0,15
210,138,0,6,30
211,124,0,4,14
212,83,0,6,21
213,70,0,12,6
214,162,0,10,0
215,146,0,8,9
216,142,0,2,7
217,175,0,0,16
218,80,0,3,12
219,47,0,1,17
220,96,5,0,7
221,90,0,0,10
222,122,48,4,8
223,104,32,5,20
224,51,91,0,8
225,42,130,0,8
226,64,103,0,13
227,71,171,0,14
228,82,133,0,17
229,95,107,3,11
230,59,76,0,0
231,69,137,0,0
232,46,137,0,0
234,44,146,0,0
235,36,101,0,0
236,28,67,1,0
237,50,135,5,0
238,13,86,2,0
