time,票据推销,色情欺诈,卡贷诱骗,商务广告
77,31,0,4,0
78,47,0,0,0
79,11,0,0,0
80,32,0,0,0
81,51,0,9,0
82,34,0,0,0
83,72,0,0,0
84,21,0,4,0
85,39,0,13,0
87,49,0,0,0
88,74,0,0,0
89,50,0,13,0
90,37,0,0,0
91,70,0,5,0
94,62,0,0,0
95,86,0,9,0
98,144,0,2,0
99,92,0,5,0
100,145,0,6,4
101,122,0,0,0
102,103,0,1,0
103,201,0,1,0
104,128,0,5,2
105,193,0,1,0
106,167,0,0,2
107,175,0,8,0
108,242,0,3,0
109,224,0,0,0
110,134,0,6,0
111,87,0,13,15
112,158,0,30,20
113,98,0,0,0
114,100,0,5,0
116,141,0,35,1
117,156,0,21,0
118,129,0,26,12
119,83,0,14,1
120,168,0,8,0
121,182,0,100,0
122,98,0,7,0
123,86,0,60,5
124,71,0,24,0
125,105,0,31,14
126,105,0,7,0
127,59,0,2,0
129,91,0,4,0
130,114,0,32,0
131,113,0,14,12
132,105,0,12,19
133,122,0,10,13
134,125,0,6,5
135,64,0,14,5
136,131,0,44,10
137,75,0,40,14
138,61,0,40,6
139,93,0,53,3
140,61,0,44,9
141,38,0,35,0
142,68,0,35,0
143,55,0,51,5
144,21,0,22,27
145,63,0,42,6
146,47,0,57,12
147,35,0,18,3
148,95,0,6,4
149,25,0,4,6
152,52,0,2,0
153,35,0,8,0
154,56,0,36,0
155,50,0,22,4
156,90,0,11,14
157,102,0,5,5
159,64,0,0,0
160,45,0,0,0
161,41,0,4,0
