time,票据推销,色情欺诈,卡贷诱骗,商务广告
81,49,0,0,0
82,19,0,0,0
83,42,0,0,0
84,25,0,0,0
85,28,0,8,0
86,52,0,11,0
88,63,0,0,0
89,58,0,0,0
90,48,0,0,0
93,109,0,2,3
94,71,0,0,0
95,41,0,0,0
96,134,0,0,0
97,91,0,7,0
98,56,0,0,0
99,57,0,0,0
100,63,0,2,0
101,43,0,4,5
102,31,0,0,0
103,75,0,3,3
105,35,0,0,0
106,48,0,0,0
107,38,0,2,3
108,88,0,0,1
109,60,0,0,0
110,75,0,0,0
111,62,0,6,0
112,20,0,1,1
114,25,0,0,0
117,58,0,0,0
118,61,0,0,0
119,85,0,0,0
120,56,0,0,0
121,79,0,0,4
122,58,0,3,5
123,44,0,1,0
126,35,0,12,0
127,66,0,34,0
128,98,0,21,0
129,32,0,9,5
130,41,0,16,0
131,37,0,30,0
132,29,0,38,2
134,31,0,0,0
