time,票据推销,色情欺诈,卡贷诱骗,商务广告
79,55,0,0,0
80,10,0,0,0
84,31,0,5,0
85,42,0,1,0
86,55,0,1,0
87,39,0,1,0
88,26,0,1,0
89,55,0,12,0
90,44,0,9,0
91,70,0,2,1
92,37,0,3,0
94,23,0,3,0
95,35,0,5,2
96,27,0,4,0
97,17,0,2,2
99,53,0,3,0
100,54,0,1,0
101,50,0,0,0
102,88,0,1,0
103,70,0,4,1
105,34,0,0,5
106,19,0,3,0
107,24,0,6,0
108,22,0,2,0
109,19,0,9,0
110,15,0,30,0
111,16,0,25,0
114,26,0,27,0
115,12,0,50,1
116,8,0,33,0
117,14,0,49,0
118,0,0,14,1
119,17,0,19,0
120,14,0,71,0
121,0,0,20,2
122,13,0,22,0
