time,票据推销,色情欺诈,卡贷诱骗,商务广告
150,40,0,2,0
154,22,0,1,0
156,5,0,0,0
157,17,0,21,0
158,11,0,7,0
159,1,0,30,0
162,12,0,17,0
163,14,0,16,0
164,0,0,14,0
165,16,0,3,0
166,31,0,16,0
167,25,0,1,0
168,5,0,7,0
169,36,0,7,0
170,8,0,9,0
171,14,0,5,0
173,47,0,5,0
175,30,0,0,0
176,22,0,87,8
177,7,0,31,1
178,20,0,44,4
179,5,0,45,0
180,19,0,41,0
181,10,0,59,3
184,0,0,29,0
185,5,0,24,0
186,5,0,32,0
187,27,0,25,0
188,2,0,33,0
189,22,0,102,0
190,13,0,40,0
191,16,0,58,0
192,10,0,20,0
193,0,0,32,0
195,16,0,14,0
198,13,0,21,0
199,14,0,10,0
200,15,0,10,0
201,16,0,15,0
202,46,0,10,0
203,40,0,20,0
206,54,0,32,0
207,39,0,8,0
208,78,0,26,9
209,35,0,32,0
210,92,0,65,0
211,74,0,102,0
212,66,0,5,0
213,44,0,34,0
214,87,0,22,0
215,71,0,64,0
216,141,0,22,0
217,73,0,13,4
218,78,0,17,4
219,108,0,0,0
221,112,0,25,27
222,61,4,33,8
223,136,13,10,0
224,125,22,18,0
225,107,11,15,3
226,75,28,10,13
228,127,9,2,2
229,68,4,7,8
230,92,15,9,0
231,68,27,29,0
232,51,4,48,5
233,85,8,43,0
234,109,3,23,0
236,95,22,83,0
237,49,0,60,0
238,116,14,31,0
240,72,19,41,0
