4-13
4,3,0,0
0,3,0,0
1,8,0,0
3,0,0,0
5,0,0,0
0,3,1,0
0,0,0,0
0,10,0,0
0,5,0,0
5,4,0,0
10,7,0,0
0,4,0,0
11,0,3,0
0,3,0,0
5,0,0,0
3,10,0,0
0,0,0,0
0,8,0,0
0,0,0,0
0,7,0,0
0,9,0,0
11,0,0,0
0,0,0,0
8,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,0,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,0,0,0
0,0,0,0
0,0,10,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
13,0,0,0
15,0,2,0
5,0,2,0
41,0,6,0
55,0,8,0
81,0,9,0
43,0,14,0
88,0,7,0
178,0,2,0
119,0,0,0
144,0,0,1
139,0,0,0
122,0,8,0
201,0,6,0
192,0,11,2
260,0,14,0
288,0,28,1
235,0,40,0
386,0,5,0
324,0,1,1
308,0,1,0
360,0,16,0
349,0,18,1
533,0,23,1
529,0,5,0
492,0,22,2
376,3,5,4
393,0,15,5
525,0,13,2
541,0,5,15
425,0,19,9
404,0,26,4
431,0,7,12
326,0,38,3
429,0,39,0
428,0,16,0
434,0,32,0
427,0,16,0
398,0,63,3
442,0,91,8
502,0,82,5
489,0,47,2
479,0,32,5
360,0,88,10
398,0,37,5
456,0,21,8
461,0,26,9
326,0,64,9
378,0,31,17
387,0,65,10
401,0,93,0
482,0,139,0
357,0,152,5
308,0,152,3
358,0,162,4
363,0,165,4
268,0,207,12
243,0,221,4
258,0,131,2
306,0,114,10
378,0,285,4
285,0,155,0
322,0,125,0
209,0,220,15
253,0,134,11
256,0,205,30
319,0,205,13
229,0,213,22
225,0,300,20
190,0,272,31
162,0,220,18
157,0,163,0
201,0,124,0
145,0,143,19
104,0,243,8
125,0,150,0
113,0,191,2
179,0,216,14
135,0,190,12
111,0,122,12
95,0,192,5
200,0,124,7
148,0,91,20
95,0,79,0
55,0,191,5
34,0,121,0
72,6,83,5
129,0,25,4
165,0,71,9
86,0,80,17
121,0,166,7
132,0,177,14
95,0,92,14
228,0,69,0
87,0,87,0
126,0,52,16
113,0,168,10
107,0,235,16
164,0,127,17
157,0,257,4
72,0,156,1
141,0,307,12
175,0,112,24
141,0,146,10
116,0,132,18
107,0,180,17
135,0,139,18
79,0,121,12
105,0,194,17
124,0,114,4
111,0,233,3
194,0,280,0
160,0,155,2
204,0,116,2
128,0,163,5
107,0,174,0
172,0,64,1
131,0,72,1
138,0,117,1
155,0,116,0
164,0,56,0
125,0,106,0
190,0,162,0
211,0,157,1
248,0,76,0
245,0,66,0
222,0,159,5
255,0,189,2
173,0,101,0
173,0,110,5
262,0,136,11
286,0,79,0
248,0,242,5
321,0,212,8
394,0,180,2
268,0,238,0
279,0,135,3
410,0,137,0
408,0,115,0
350,0,150,2
396,0,111,0
392,0,119,0
529,0,183,0
496,0,158,0
480,0,238,1
509,0,171,5
371,0,178,0
457,0,141,0
543,0,135,4
409,0,135,0
494,0,88,0
424,0,203,0
493,0,119,0
353,0,66,0
413,0,87,1
359,0,196,0
363,43,209,1
367,42,124,2
487,144,70,0
249,35,155,0
327,14,115,2
266,79,189,5
201,25,134,5
370,44,74,9
304,24,174,4
247,0,154,3
329,38,135,0
268,95,106,8
234,106,40,7
220,167,8,3
192,104,36,4
249,62,84,0
172,155,4,7
239,146,12,8
144,113,19,5
85,137,54,0
87,135,115,0
99,202,51,18
93,117,44,11
84,43,9,4
140,111,14,5
118,108,40,28
92,79,62,12
43,146,31,4
35,58,28,0
65,101,15,0
59,86,1,0
22,25,14,0
21,65,1,0
25,56,0,0
26,88,0,0
9,182,0,0
20,71,0,0
16,90,6,0
48,96,0,0
31,21,0,0
0,79,0,0
3,94,1,0
41,78,0,0
27,104,0,1
8,135,0,0
18,77,0,0
28,102,0,0
21,121,0,0
6,81,0,0
16,39,0,0
29,68,0,0
0,25,0,0
3,68,0,1
3,13,0,0
22,88,0,0
4,79,0,0
3,45,0,0
8,58,0,0
19,157,0,0
11,119,0,0
