2-25
0,29,19,0
0,91,7,0
0,72,0,0
0,49,7,0
7,23,5,0
0,75,5,0
0,61,9,0
0,4,4,0
0,27,0,0
0,9,10,0
0,14,9,0
0,16,0,0
0,26,0,0
0,3,0,0
0,0,0,0
0,15,0,0
0,13,0,0
0,24,0,0
0,3,0,0
0,30,0,0
0,0,0,0
0,18,0,0
0,10,4,0
0,30,0,0
0,0,0,0
0,5,0,0
0,5,0,0
0,0,0,0
0,25,0,0
0,9,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,0,0,0
4,0,0,0
0,0,0,0
17,0,0,0
23,10,0,0
13,0,0,0
5,0,0,0
29,0,6,0
12,0,0,0
5,0,0,0
10,0,0,0
19,0,0,0
39,0,0,0
14,0,0,0
20,0,0,0
32,0,0,0
25,0,0,0
44,0,0,0
101,0,0,0
37,0,0,0
41,0,0,0
55,0,0,0
31,0,0,0
59,0,0,0
15,0,0,0
56,0,3,0
33,0,16,0
10,0,10,0
18,0,3,0
15,0,5,0
48,0,16,0
58,0,8,0
40,0,12,11
75,0,25,19
75,0,38,0
85,0,12,0
51,0,11,9
108,0,11,20
102,0,27,14
153,0,4,5
112,0,25,3
122,0,3,11
89,0,31,11
78,0,62,11
92,0,70,5
136,0,126,9
127,0,138,12
113,0,74,3
109,0,151,3
126,0,212,20
150,0,145,4
141,0,194,0
136,0,277,5
131,0,274,6
148,0,97,0
177,0,236,19
159,0,93,5
160,0,180,16
110,0,134,9
220,0,130,22
185,0,138,7
211,0,24,6
237,0,50,5
247,0,99,2
295,0,127,2
180,0,139,9
152,0,112,1
150,0,137,5
182,0,157,3
138,0,104,11
125,0,124,13
120,0,114,8
150,0,198,17
133,0,223,1
153,0,217,2
149,0,188,12
196,0,251,9
146,0,252,2
149,0,106,4
108,0,101,1
139,0,138,0
124,0,198,6
136,0,111,3
202,0,82,0
104,0,125,12
94,0,171,8
113,0,176,23
193,0,197,50
161,0,209,22
153,0,225,18
104,0,253,9
112,0,235,12
112,0,46,9
84,0,8,21
115,0,44,31
51,0,90,28
64,0,112,7
56,0,78,3
71,0,120,2
57,0,72,7
127,0,92,33
56,0,35,28
135,0,43,18
127,0,79,13
106,0,147,36
126,0,162,11
133,0,81,6
41,0,101,4
74,0,193,19
90,0,244,6
87,0,159,0
68,0,283,0
94,0,175,0
116,0,276,2
93,0,192,8
80,0,255,0
71,0,217,17
85,0,125,0
116,0,70,5
100,0,51,33
107,0,69,14
198,0,89,10
93,0,92,5
156,0,175,2
161,0,126,16
182,0,65,30
183,0,57,13
122,0,67,0
130,0,156,44
230,0,141,11
186,0,126,23
159,0,80,3
134,0,115,15
137,0,216,44
152,0,155,22
124,0,223,25
116,0,122,49
178,0,158,14
225,0,83,31
196,0,56,38
195,0,113,49
204,0,59,9
186,0,58,0
290,0,91,0
205,0,26,0
199,0,63,0
202,0,30,0
270,0,45,0
222,11,17,1
215,5,41,0
131,47,46,3
180,85,17,6
172,198,59,0
127,216,66,1
132,264,81,0
118,169,63,1
110,211,23,5
54,298,42,0
71,88,36,1
71,100,23,0
60,126,21,1
100,93,30,0
82,121,42,0
95,89,31,0
105,168,43,0
72,214,16,2
51,172,21,16
39,151,15,4
24,150,8,5
52,191,26,4
50,92,22,1
58,143,1,3
82,77,8,3
48,131,0,0
75,284,1,0
29,208,7,1
73,108,3,1
64,142,17,0
44,271,1,0
50,73,7,0
12,25,15,2
7,120,12,2
11,106,0,1
10,34,10,0
7,164,0,0
14,109,11,0
5,61,3,0
10,113,2,0
7,75,3,0
17,76,4,0
0,22,3,1
18,192,11,3
20,114,2,0
0,267,5,0
5,204,0,0
5,94,8,0
1,256,0,0
2,17,6,0
0,43,4,0
0,15,0,0
0,15,0,0
4,110,0,0
0,83,0,0
0,29,0,0
0,46,0,0
6,51,0,0
0,116,0,0
0,26,0,0
0,54,0,0
0,34,0,0
0,57,5,0
0,60,0,0
0,35,0,0
8,93,0,0
0,10,1,0
