time,票据推销,色情欺诈,卡贷诱骗,商务广告
206,30,0,7,0
207,38,0,5,0
211,52,0,2,0
212,26,0,5,0
213,38,0,2,0
214,4,0,34,0
215,5,0,27,0
216,9,0,52,0
217,14,0,45,0
218,7,0,68,0
219,19,0,70,0
221,40,0,43,0
222,55,0,92,0
223,6,0,28,0
225,52,0,4,0
226,128,18,44,0
227,107,8,90,0
228,142,104,93,0
229,86,186,64,1
230,56,174,96,0
231,36,126,186,0
232,60,149,58,4
233,70,155,120,0
234,68,146,53,0
235,128,104,59,0
236,81,99,78,0
237,60,19,40,0
238,63,154,60,0
239,35,100,25,0
240,4,126,5,0
241,25,156,8,0
242,92,176,12,0
243,21,161,3,0
244,56,137,12,0
245,84,63,11,0
246,114,45,5,0
247,45,57,0,0
248,55,104,3,0
249,45,95,0,0
250,96,63,0,0
251,44,126,0,0
252,39,23,0,0
253,21,132,0,0
254,2,66,0,0
255,18,123,0,0
256,10,54,0,0
257,2,110,0,0
258,16,26,0,0
259,13,60,0,0
260,5,50,0,0
261,22,67,0,0
262,6,119,0,0
263,5,66,4,0
264,5,103,1,0
265,5,145,1,0
266,0,31,1,0
267,0,102,0,0
268,3,38,5,0
269,0,57,0,0
270,2,69,0,0
271,0,67,0,0
272,8,56,0,0
273,4,71,0,0
274,4,121,0,0
275,5,34,0,0
276,5,19,0,0
277,0,51,0,0
278,0,28,2,0
279,0,129,0,0
280,0,35,0,0
281,0,16,0,0
282,0,39,0,0
283,0,46,0,0
284,0,47,0,0
285,0,24,0,0
286,0,123,0,0
287,0,18,0,0
