time,票据推销,色情欺诈,卡贷诱骗,商务广告
78,44,0,1,0
79,36,0,0,0
80,32,0,1,0
81,45,0,0,0
82,25,0,2,0
84,37,0,2,0
85,66,0,11,0
86,55,0,0,0
87,113,0,1,0
88,148,0,2,0
89,84,0,1,0
90,50,0,3,0
91,98,0,0,0
92,127,0,0,1
93,107,0,0,1
94,85,0,0,5
95,97,0,0,6
96,106,0,2,1
97,151,0,0,3
98,64,0,8,0
99,133,0,1,0
100,136,0,6,0
101,122,0,1,0
102,225,0,3,0
103,122,0,3,0
104,40,0,0,0
106,56,0,0,0
109,73,0,6,0
110,34,0,8,0
111,49,0,20,4
112,18,0,7,0
115,101,0,1,5
118,59,0,19,0
120,53,0,49,3
121,73,0,93,0
122,30,0,70,3
123,54,0,43,2
124,37,0,104,4
125,27,0,96,0
126,30,0,71,0
127,75,0,60,1
128,79,0,95,3
129,27,0,108,0
130,110,0,105,0
131,74,0,117,0
132,53,0,152,7
133,38,0,79,0
134,54,0,13,0
138,64,0,81,0
139,17,0,115,0
140,37,0,148,0
141,16,0,109,0
142,13,0,160,0
143,38,0,105,0
144,12,0,126,0
145,29,0,100,0
147,16,0,162,0
148,14,0,135,0
149,35,0,98,0
150,6,0,166,0
152,0,0,67,0
153,16,0,89,0
154,29,0,68,2
155,15,0,91,0
156,32,0,88,0
158,11,0,151,1
159,26,0,104,0
160,45,0,106,0
161,58,0,82,9
164,57,0,51,1
166,21,0,65,5
167,10,0,162,0
170,11,0,98,2
