time,票据推销,色情欺诈,卡贷诱骗,商务广告
74,59,0,0,0
75,76,0,0,0
76,23,0,0,0
78,54,0,0,0
79,43,0,0,0
80,143,0,0,0
81,149,0,0,4
82,104,0,0,0
83,130,0,0,0
84,109,0,0,0
85,86,0,0,0
86,105,0,0,0
87,96,0,0,0
88,140,0,2,0
89,98,0,0,0
90,317,0,0,0
91,257,0,5,0
92,187,0,12,0
93,154,0,0,0
94,222,0,0,0
95,155,0,0,0
97,153,0,0,0
100,178,0,3,0
101,174,0,0,1
105,132,0,4,0
106,152,0,0,5
107,103,0,0,0
108,148,0,0,0
109,127,0,15,0
110,142,0,5,0
112,85,0,22,0
113,124,0,30,0
117,99,0,50,0
118,82,0,68,7
119,84,0,25,12
