time,票据推销,色情欺诈,卡贷诱骗,商务广告
229,25,23,0,0
230,55,10,16,2
231,50,2,35,6
232,26,4,42,0
234,6,15,53,6
235,20,6,13,33
236,57,14,14,11
237,64,3,14,3
238,36,36,3,13
239,78,69,9,5
240,97,104,0,14
241,118,147,0,20
242,69,201,0,0
243,52,85,0,9
244,68,83,0,7
245,48,75,0,0
247,46,103,0,0
248,33,80,0,0
250,4,13,0,0
253,11,74,0,0
254,24,127,0,0
257,4,16,28,0
258,25,0,0,0
260,0,8,32,0
261,23,66,36,0
262,33,69,39,0
263,2,20,35,0
265,20,9,36,0
266,8,49,73,0
267,0,10,18,0
268,9,12,41,0
269,7,0,80,0
270,13,0,85,0
271,5,5,84,0
272,2,0,86,0
276,0,135,0,0
277,0,105,0,0
278,0,88,0,0
279,0,67,0,0
280,0,118,0,0
281,0,70,0,0
282,2,83,0,0
283,0,114,0,0
284,0,195,0,0
285,0,127,0,0
286,0,95,0,0
287,0,61,0,0
