time,票据推销,色情欺诈,卡贷诱骗,商务广告
193,26,0,0,0
195,21,0,0,0
196,9,0,4,0
197,48,0,15,2
198,36,0,8,21
200,31,0,32,0
201,24,0,116,1
202,95,0,112,2
203,69,0,84,0
204,57,0,70,0
205,66,0,54,0
207,91,0,92,0
209,68,0,35,0
210,68,0,85,0
211,87,0,34,0
212,92,0,20,3
215,61,0,22,0
216,123,0,9,0
218,114,0,2,0
219,129,0,24,0
221,160,9,0,1
222,94,5,0,0
224,97,61,7,0
225,82,175,51,0
226,69,205,66,0
227,38,244,30,0
228,28,138,41,0
229,28,209,18,1
230,28,271,42,0
231,29,75,23,1
232,45,92,13,0
233,25,121,17,0
234,54,84,22,0
235,35,113,33,0
236,18,79,13,0
237,28,139,13,0
238,22,199,8,2
239,4,131,5,16
240,0,127,5,0
241,0,131,0,0
242,16,148,6,0
244,24,139,0,2
245,11,60,0,0
247,23,154,0,0
248,11,114,0,0
250,5,86,0,0
251,2,167,0,0
252,29,63,5,0
253,1,23,0,0
254,0,63,0,0
255,0,64,0,0
257,1,94,0,0
259,5,39,0,0
260,10,67,0,0
261,3,39,0,0
263,0,14,0,0
264,0,129,10,0
265,2,59,0,0
266,0,147,5,0
267,0,150,0,0
270,0,8,6,0
271,0,43,4,0
273,0,6,0,0
277,0,28,0,0
