time,票据推销,色情欺诈,卡贷诱骗,商务广告
188,20,0,21,0
189,18,0,30,0
191,15,0,28,0
192,29,0,37,0
193,0,0,16,0
194,2,0,10,0
195,17,0,8,0
196,9,0,11,0
197,5,0,12,0
198,4,0,9,0
199,14,0,21,0
200,22,0,15,0
201,29,0,3,0
202,84,0,80,0
203,46,0,30,0
205,60,0,23,0
206,52,0,42,0
207,82,0,68,0
208,36,0,25,0
209,88,0,71,0
210,47,0,41,0
211,24,0,17,5
212,72,0,68,0
213,44,0,56,0
214,41,0,51,0
215,48,0,42,0
216,21,0,28,0
217,15,0,29,0
218,16,0,17,0
219,27,0,27,0
220,19,0,28,0
221,27,0,10,0
224,23,0,37,0
225,58,0,49,4
226,35,0,40,5
