time,票据推销,色情欺诈,卡贷诱骗,商务广告
127,20,0,28,0
128,24,0,5,0
129,20,0,57,2
130,21,0,75,2
131,19,0,16,10
132,43,0,19,0
133,43,0,7,0
135,20,0,77,0
136,13,0,29,5
137,21,0,53,4
138,28,0,37,4
139,13,0,22,4
140,19,0,53,2
141,27,0,38,3
142,29,0,30,5
143,5,0,55,0
146,0,0,81,2
147,1,0,51,0
148,0,0,27,0
149,26,0,70,9
150,18,0,55,4
151,21,0,30,6
152,23,0,61,4
153,23,0,49,0
154,60,0,4,0
155,29,0,8,0
156,29,0,124,0
157,20,0,39,0
158,10,0,60,0
161,26,0,49,2
162,0,0,90,3
165,55,0,23,0
166,22,0,26,0
167,0,0,30,10
168,11,0,26,0
172,20,0,53,0
174,2,0,26,3
176,50,0,39,11
179,7,0,30,0
