time,票据推销,色情欺诈,卡贷诱骗,商务广告
228,90,0,0,0
229,58,0,0,0
230,56,0,0,0
231,76,35,56,0
232,141,12,0,2
233,37,0,0,0
234,79,25,12,5
238,168,26,0,0
239,120,95,2,7
240,111,106,5,7
241,58,162,0,3
242,60,84,5,4
243,166,52,0,0
244,69,145,0,7
245,110,144,5,8
246,68,113,2,5
247,57,134,0,0
248,27,135,0,0
249,64,202,0,6
250,30,95,10,4
251,66,37,0,0
252,57,52,0,0
254,53,40,0,0
255,30,110,0,0
256,30,40,1,0
257,40,61,3,0
258,47,49,1,0
260,5,54,1,0
261,5,46,0,0
262,12,68,0,0
263,0,115,0,0
265,0,62,0,0
266,29,87,0,0
267,8,13,0,0
268,0,62,0,0
