time,票据推销,色情欺诈,卡贷诱骗,商务广告
91,35,0,0,0
93,66,0,0,0
94,53,0,0,1
95,87,0,0,1
96,228,0,0,0
97,154,0,0,2
98,143,3,5,4
99,187,0,0,5
100,199,0,0,1
101,245,0,0,0
102,138,0,0,0
103,128,0,0,0
104,132,0,0,3
106,175,0,0,0
107,137,0,0,0
108,129,0,4,0
109,143,0,4,0
110,119,0,43,0
111,191,0,55,5
112,160,0,66,5
113,147,0,32,0
114,139,0,9,1
115,148,0,77,5
116,212,0,30,0
117,115,0,11,5
121,112,0,39,5
122,127,0,32,0
123,154,0,37,0
125,103,0,50,3
126,114,0,34,4
128,115,0,116,7
130,124,0,49,0
131,104,0,80,0
132,100,0,190,4
133,67,0,84,0
134,77,0,62,0
135,71,0,107,8
136,103,0,77,0
137,76,0,105,0
138,107,0,100,0
139,95,0,144,0
140,90,0,193,1
141,76,0,183,7
142,53,0,144,1
143,24,0,75,0
144,56,0,71,0
145,48,0,34,3
147,53,0,87,0
148,50,0,93,2
152,36,0,85,1
153,71,0,48,0
155,43,0,47,0
157,4,0,49,0
159,90,0,14,0
162,70,0,28,0
164,39,0,11,4
165,114,0,6,0
168,49,0,97,2
169,52,0,102,0
170,84,0,77,0
171,97,0,111,1
174,81,0,17,0
