time,票据推销,色情欺诈,卡贷诱骗,商务广告
170,24,0,4,0
174,6,0,0,0
176,20,0,1,0
179,35,0,10,0
180,37,0,12,0
183,39,0,17,0
186,2,0,34,8
189,40,0,85,0
190,15,0,115,1
191,31,0,59,1
192,35,0,83,0
193,45,0,129,0
194,16,0,129,0
195,63,0,101,4
196,61,0,49,2
197,16,0,110,3
198,30,0,67,0
199,42,0,71,1
201,63,0,96,0
202,72,0,132,3
203,50,16,96,0
204,36,0,68,0
206,90,0,101,4
207,46,0,99,1
208,62,0,72,3
211,78,0,71,2
215,60,0,119,0
216,66,0,161,0
217,32,0,125,0
220,84,0,64,0
222,166,0,55,6
223,78,9,71,0
224,137,0,35,0
225,85,0,82,0
226,91,1,23,0
227,198,0,74,0
228,127,42,81,0
229,99,113,41,0
230,95,154,64,0
231,109,76,61,0
232,41,119,42,0
233,29,146,59,0
235,79,146,47,1
236,75,199,97,0
237,66,144,59,0
238,62,102,50,0
239,63,99,16,0
240,76,199,18,0
243,5,103,0,0
245,22,101,3,0
246,17,112,5,0
249,76,78,0,0
250,36,33,0,30
251,27,31,3,0
252,38,78,0,0
253,105,79,0,0
254,35,52,5,0
256,50,41,0,0
257,23,31,0,0
258,38,95,0,0
261,32,71,0,0
262,8,41,0,0
264,20,47,0,0
266,1,71,0,0
269,6,108,0,0
270,0,87,0,0
272,0,44,0,0
273,0,190,0,0
274,1,123,0,0
275,0,56,0,0
276,0,115,0,0
277,0,73,0,0
278,0,121,0,0
279,0,107,0,0
280,0,70,0,0
281,0,79,0,0
282,0,44,0,0
283,0,57,0,0
284,0,102,0,0
285,0,108,0,0
286,0,94,0,0
287,8,131,0,0
