time,票据推销,色情欺诈,卡贷诱骗,商务广告
75,53,0,0,0
76,23,0,0,0
78,10,0,0,0
79,21,0,0,0
80,16,0,0,0
81,14,0,0,0
82,44,0,0,0
83,38,0,2,0
84,49,0,5,0
85,70,0,25,0
86,16,0,8,0
87,29,0,10,0
88,33,0,2,0
89,37,0,4,0
90,56,0,15,0
91,17,0,2,0
92,44,0,11,1
93,27,0,12,0
94,4,0,32,0
95,14,0,8,0
97,23,0,9,0
98,101,0,8,0
99,46,0,27,2
100,52,0,12,4
101,85,0,11,0
102,69,0,12,3
103,47,0,4,2
104,50,0,11,0
105,30,0,8,0
106,19,0,18,4
107,29,0,2,0
108,32,0,21,0
109,61,0,10,0
110,49,0,3,0
113,65,0,0,0
115,33,0,77,3
116,61,0,82,4
117,45,0,100,4
118,30,0,95,0
119,45,0,71,2
120,24,0,55,0
122,19,0,84,0
123,25,0,60,5
127,22,0,86,0
