time,票据推销,色情欺诈,卡贷诱骗,商务广告
181,7,0,29,0
184,0,0,32,0
185,1,0,10,2
187,0,0,68,3
188,0,0,53,2
189,1,0,27,3
190,0,0,86,2
191,0,0,18,0
193,0,0,29,0
194,0,0,36,0
196,0,0,37,0
197,0,0,8,0
198,7,0,10,0
199,6,0,98,0
200,5,0,23,0
201,15,0,76,0
202,12,0,36,0
203,33,0,41,0
204,28,0,73,0
205,15,0,25,1
206,39,0,10,0
207,14,0,26,0
208,70,0,40,0
209,47,0,52,0
210,49,0,43,0
211,99,0,40,0
212,56,0,86,0
213,104,0,41,0
214,113,0,69,0
215,100,0,41,1
216,117,0,73,0
217,41,0,58,0
218,43,0,62,1
221,83,0,79,0
223,94,0,28,0
224,47,0,28,0
225,91,0,19,0
226,63,0,87,1
227,17,0,76,2
228,28,0,58,1
230,7,0,65,0
231,12,0,63,0
233,62,0,33,3
234,49,0,38,0
237,82,0,21,0
238,89,0,11,1
239,30,0,12,0
240,40,0,0,0
242,80,0,6,0
243,48,0,1,0
245,34,0,3,0
247,62,0,4,0
248,44,0,0,0
249,29,0,5,0
250,13,0,7,0
254,10,0,5,0
257,7,0,2,1
258,23,0,3,0
259,6,0,5,0
260,9,0,0,0
262,18,0,0,0
263,0,0,5,0
265,0,0,6,0
266,0,0,4,0
