time,票据推销,色情欺诈,卡贷诱骗,商务广告
76,29,0,0,0
77,34,0,0,0
78,15,0,0,0
79,23,0,0,0
80,31,0,0,0
81,37,0,0,0
82,10,0,0,0
84,27,0,0,0
86,26,0,0,0
87,21,0,0,0
89,43,0,0,0
90,28,0,0,0
92,53,0,0,0
93,12,0,0,0
94,25,0,0,0
95,8,0,0,0
96,39,0,0,1
97,34,0,0,0
99,64,0,0,0
100,55,0,0,0
101,65,0,0,0
102,74,0,10,0
103,58,0,0,0
104,23,0,0,0
105,22,0,0,0
106,49,0,0,0
107,17,0,9,0
108,19,0,5,3
109,16,0,21,0
110,17,0,33,1
111,12,0,8,0
112,28,0,22,0
113,22,0,50,0
114,17,0,9,0
115,62,0,0,0
