time,票据推销,色情欺诈,卡贷诱骗,商务广告
116,33,0,23,0
118,9,0,30,0
119,10,0,39,0
122,14,0,20,0
123,24,0,9,0
124,25,0,16,1
125,24,0,31,0
126,28,0,12,0
127,27,0,13,0
128,31,0,41,0
129,27,0,15,1
130,32,0,19,0
131,11,0,16,0
132,43,0,46,0
133,36,0,54,1
135,24,0,51,0
136,38,0,45,2
138,20,0,23,0
139,38,0,28,4
141,39,0,21,0
142,30,0,7,0
143,9,0,0,0
144,25,0,11,0
145,36,0,36,0
146,17,0,46,0
147,25,0,52,1
148,28,0,53,0
149,6,0,37,3
151,32,0,43,0
152,17,0,122,5
153,4,0,134,0
154,8,0,153,0
155,26,0,140,0
156,5,0,103,0
157,21,0,28,0
158,15,0,88,0
159,5,0,116,0
160,12,0,81,0
161,31,0,38,0
162,30,0,47,0
163,6,0,87,0
164,19,0,99,0
165,14,0,41,9
166,17,0,62,0
167,32,0,63,4
168,7,0,59,6
169,23,0,60,0
170,31,0,27,0
171,46,0,29,0
175,12,0,22,0
176,34,0,24,0
177,15,0,78,0
178,37,0,46,0
179,10,0,43,0
181,0,0,36,0
182,19,0,71,0
183,10,0,68,0
184,1,0,35,0
185,11,0,41,0
186,0,0,30,0
188,18,0,54,0
189,19,0,33,0
190,29,0,51,1
191,5,0,85,0
192,0,0,71,0
194,9,0,14,0
195,4,0,33,0
197,8,0,23,0
198,4,0,96,0
200,29,0,49,0
202,12,0,77,0
205,32,0,38,0
207,39,0,31,0
208,23,0,36,0
209,75,0,11,0
210,52,0,4,0
211,54,0,6,0
212,95,0,25,0
213,19,0,69,0
214,18,0,70,0
218,83,0,5,0
219,26,0,5,0
220,39,0,14,1
221,89,0,2,3
224,111,46,4,0
225,63,115,0,0
226,59,62,2,0
227,54,151,8,3
228,67,107,7,0
229,36,171,10,0
230,47,193,5,3
231,77,173,1,1
232,79,137,3,1
233,79,72,3,0
235,35,74,5,4
236,93,233,0,2
237,62,177,1,0
238,96,172,6,0
239,55,75,0,0
240,37,90,4,0
