time,票据推销,色情欺诈,卡贷诱骗,商务广告
106,21,0,0,0
109,64,0,0,0
110,33,0,4,0
114,40,0,15,0
115,36,0,0,0
116,40,0,0,0
117,37,0,0,0
118,46,0,0,0
119,48,0,0,0
120,28,0,0,0
122,63,0,0,0
123,31,0,4,0
124,24,0,67,0
126,47,0,0,0
127,43,0,1,0
128,12,0,0,0
129,26,0,0,0
131,49,0,0,0
132,21,0,26,0
133,24,0,22,0
134,25,0,22,0
135,33,0,2,0
136,60,0,4,0
137,76,0,24,0
138,77,0,9,0
139,50,0,36,0
141,10,0,31,1
142,21,0,4,0
143,10,0,22,16
144,50,0,2,5
146,33,0,0,0
147,23,0,0,0
148,25,0,0,0
149,51,0,0,0
153,70,0,4,0
155,45,0,0,0
156,38,0,12,0
157,44,0,8,0
