time,票据推销,色情欺诈,卡贷诱骗,商务广告
76,46,0,0,0
77,38,0,0,0
78,121,0,0,0
79,69,0,0,0
80,51,0,0,0
83,65,0,0,0
84,139,0,0,0
85,104,0,0,0
86,118,0,0,0
87,135,0,0,0
88,142,0,0,0
89,93,0,5,0
90,202,0,8,0
91,225,0,4,2
92,305,0,0,2
93,240,0,0,0
94,261,0,0,4
95,186,0,3,0
96,134,0,0,0
97,199,0,17,0
98,191,0,10,0
99,188,0,1,0
100,173,0,17,0
101,125,0,3,0
102,212,0,14,3
103,161,0,3,3
107,136,0,5,0
109,109,0,0,3
110,125,0,4,0
112,148,0,35,11
113,183,0,18,0
114,167,0,25,7
115,104,0,18,0
117,116,0,15,0
118,140,0,5,0
119,104,0,23,0
120,119,0,23,0
123,115,0,59,0
124,175,0,81,0
125,183,0,30,2
126,77,0,90,5
127,133,0,34,0
