time,票据推销,色情欺诈,卡贷诱骗,商务广告
155,0,0,41,0
156,0,0,42,0
157,0,0,38,0
158,0,0,48,0
159,0,0,68,0
160,0,0,56,0
161,0,0,108,0
162,0,0,138,0
163,0,0,33,0
164,0,0,48,0
165,0,0,30,0
166,0,0,35,2
167,0,0,94,0
168,0,0,56,0
169,0,0,83,1
170,0,0,28,1
171,0,0,16,0
172,0,0,51,0
173,0,0,101,0
174,4,0,126,0
175,0,0,40,0
176,0,0,63,0
177,0,0,59,0
178,0,0,38,0
179,0,0,99,0
180,3,0,35,0
181,0,0,34,1
182,32,0,67,0
183,8,0,128,2
184,1,0,121,0
185,0,0,63,0
186,10,0,58,0
187,7,0,38,0
188,0,0,60,4
189,0,0,72,0
190,0,0,28,0
191,4,0,41,1
192,11,0,43,0
193,0,0,42,0
194,0,0,26,0
195,1,0,60,4
196,3,0,79,0
197,0,0,11,2
198,8,0,67,0
199,9,0,84,0
200,5,0,40,0
201,7,0,16,0
202,5,0,35,0
203,2,0,75,0
204,0,0,80,1
205,6,0,44,0
206,14,0,6,0
207,14,0,11,0
208,15,0,76,0
209,47,0,56,0
210,89,0,14,0
211,69,0,0,0
213,81,0,0,0
214,17,0,24,0
216,32,0,28,0
218,67,0,136,0
219,44,0,103,1
220,48,0,93,1
221,43,0,117,0
222,69,0,110,0
223,51,0,137,0
224,26,0,58,0
225,30,0,46,0
226,24,0,73,9
227,30,0,64,6
228,40,0,67,3
229,16,0,132,0
230,26,0,20,0
233,14,0,11,3
234,9,0,45,1
235,30,0,73,3
236,13,0,56,0
237,20,0,74,1
238,32,0,24,1
240,43,0,2,1
241,41,0,1,0
242,40,0,0,2
243,27,0,1,1
244,19,0,0,0
245,18,0,0,1
