time,票据推销,色情欺诈,卡贷诱骗,商务广告
90,58,0,0,0
92,12,0,0,0
93,21,0,0,0
94,25,0,0,1
95,34,0,0,0
96,31,0,7,1
97,33,0,11,4
99,11,0,10,0
100,31,0,0,0
102,36,0,22,0
105,18,0,13,0
106,13,0,8,0
107,14,0,14,0
108,15,0,8,0
111,23,0,76,1
112,17,0,41,1
114,41,0,12,1
115,65,0,26,0
117,38,0,66,0
118,47,0,49,0
119,55,0,100,0
122,0,0,76,0
123,22,0,109,0
124,12,0,144,0
125,14,0,148,0
126,10,0,246,0
127,9,0,164,3
128,3,0,130,1
129,9,0,73,3
130,15,0,156,3
131,0,0,97,8
132,24,0,55,6
135,0,0,53,0
136,18,0,130,2
137,79,0,121,4
138,32,0,128,1
139,21,0,141,8
140,48,0,63,12
141,43,0,21,6
142,42,0,105,1
143,40,0,111,5
144,41,0,59,18
145,33,0,33,4
146,76,0,52,0
148,0,0,53,0
