time,票据推销,色情欺诈,卡贷诱骗,商务广告
202,0,0,70,0
204,4,0,41,0
206,0,0,39,0
207,0,0,21,2
208,0,0,62,0
209,19,0,151,0
210,5,0,104,0
211,4,0,142,1
212,9,0,232,0
213,44,0,175,0
214,71,0,84,0
215,46,0,93,0
216,100,0,125,0
218,93,0,136,0
219,109,0,118,1
220,62,0,85,0
221,99,0,141,1
222,68,0,196,1
223,46,0,213,0
224,47,0,101,1
225,122,0,73,2
226,62,0,143,0
227,77,0,77,1
228,65,0,75,0
229,101,118,141,0
230,66,50,107,1
231,44,108,137,5
232,74,96,136,1
233,47,182,109,1
234,73,185,89,0
235,35,94,73,4
236,43,75,98,0
237,11,124,6,0
238,47,154,3,1
239,72,108,0,23
240,46,62,4,31
241,39,128,5,0
242,51,181,0,2
243,9,114,5,0
244,49,103,0,1
246,35,81,0,5
248,18,63,0,0
