time,票据推销,色情欺诈,卡贷诱骗,商务广告
81,23,0,0,0
83,36,0,0,0
84,31,0,0,0
88,15,0,0,0
89,12,0,0,0
91,30,0,0,0
93,27,0,0,0
94,26,0,0,0
95,15,0,0,0
96,16,0,0,5
97,20,0,0,2
98,23,0,0,3
99,19,0,0,1
100,15,0,0,0
101,30,0,0,0
102,30,0,0,1
103,13,0,0,0
104,11,0,0,1
107,5,0,18,4
108,0,0,9,0
110,2,0,27,4
111,0,0,23,5
112,0,0,15,2
114,0,0,34,0
115,12,0,19,0
116,0,0,8,0
118,4,0,63,0
119,0,0,47,0
120,9,0,54,0
121,0,0,27,0
122,0,0,43,4
123,2,0,57,0
124,6,0,79,1
125,0,0,40,4
126,2,0,78,0
127,0,0,31,3
128,0,0,32,0
129,0,0,26,1
130,5,0,31,0
131,2,0,41,0
132,5,0,52,0
133,0,0,17,0
134,5,0,38,0
135,3,0,29,0
136,4,0,38,0
137,5,0,84,0
138,0,0,67,0
139,0,0,48,0
140,5,0,59,0
141,10,0,29,0
142,12,0,22,0
144,3,0,28,0
145,5,0,23,0
146,27,0,25,0
147,24,0,47,0
148,23,0,47,0
149,0,0,51,0
150,0,0,61,0
151,11,0,67,0
152,0,0,65,0
153,0,0,91,0
154,7,0,42,0
155,5,0,50,0
156,0,0,56,0
157,0,0,21,0
158,4,0,74,0
159,0,0,43,2
160,0,0,30,0
161,0,0,9,2
162,0,0,31,4
163,0,0,43,2
164,0,0,22,2
165,0,0,5,2
166,0,0,35,2
167,0,0,10,2
168,0,0,7,1
169,5,0,5,4
171,0,0,10,0
