time,票据推销,色情欺诈,卡贷诱骗,商务广告
171,41,0,0,0
172,24,0,0,0
173,31,0,0,0
175,37,0,18,0
176,33,0,14,0
177,35,0,8,0
179,19,0,8,0
180,18,0,4,0
182,60,0,8,1
183,26,0,9,2
184,59,0,35,2
185,49,0,26,0
186,29,0,43,0
187,8,0,67,0
189,29,0,10,0
190,2,0,71,0
191,0,0,69,0
192,1,0,48,0
196,11,0,72,0
199,23,0,49,0
200,25,0,58,0
202,23,2,58,0
203,7,0,78,0
204,7,0,56,0
206,10,0,35,0
207,35,0,45,0
208,19,0,46,0
210,29,0,61,0
211,46,0,55,0
212,72,0,40,0
213,101,0,80,0
214,124,0,44,0
215,75,0,57,0
216,98,0,88,0
217,122,0,72,0
218,75,0,63,0
219,114,0,31,0
220,130,0,34,0
221,139,0,11,2
222,111,0,23,1
224,206,69,49,1
225,176,71,29,3
226,236,49,29,0
227,208,96,91,0
228,199,95,104,5
229,266,42,69,0
230,213,71,84,0
231,164,56,121,2
232,119,103,112,0
233,165,103,55,7
234,163,102,107,0
235,152,105,89,0
236,150,96,143,0
237,141,107,181,0
238,108,10,109,0
239,102,2,43,0
240,170,58,89,4
241,136,118,59,0
242,64,41,24,0
243,90,111,0,0
244,116,88,0,0
245,116,42,0,0
246,109,29,0,0
247,89,30,0,0
248,116,110,0,0
249,79,114,0,0
250,95,49,0,0
251,81,91,0,0
252,33,133,0,0
253,24,51,0,0
254,37,68,4,0
255,19,138,0,0
257,26,84,0,0
258,18,87,0,0
259,6,63,0,0
260,18,97,0,0
261,25,30,0,0
264,27,84,10,0
265,21,45,52,0
266,7,34,12,0
267,40,87,0,0
269,14,28,0,0
270,6,73,0,0
272,2,57,2,0
273,0,84,0,0
274,3,34,0,0
275,7,121,0,0
276,0,117,0,0
277,0,63,0,0
278,0,29,0,0
279,0,17,0,0
281,0,60,0,0
282,0,67,0,0
283,0,88,0,0
285,0,57,0,0
286,0,136,0,0
287,0,76,0,0
