time,票据推销,色情欺诈,卡贷诱骗,商务广告
78,24,0,0,0
81,19,0,0,0
82,36,0,2,0
83,53,0,0,0
84,66,0,0,0
85,61,0,0,0
86,97,0,0,0
87,119,0,0,0
88,183,0,0,0
89,149,0,0,0
90,173,0,0,0
91,129,0,0,0
92,124,0,0,0
93,173,0,0,0
94,151,0,0,0
95,195,0,0,0
96,168,0,0,1
97,201,0,2,0
98,214,0,1,0
99,186,0,1,0
100,271,0,3,3
101,125,0,3,2
102,174,0,0,2
103,147,0,2,0
104,137,0,6,0
105,139,0,0,0
106,186,0,0,0
108,145,0,19,17
109,113,0,37,5
110,125,0,24,9
111,117,0,32,0
113,139,0,7,14
114,104,0,31,0
115,112,0,5,0
116,123,0,2,4
117,209,0,44,0
118,205,0,42,4
119,140,0,30,0
120,182,0,40,2
121,195,0,23,0
125,106,0,74,0
126,119,0,76,0
127,137,0,35,3
129,56,0,101,0
130,52,0,84,0
131,99,0,93,0
132,53,0,101,0
133,28,0,141,0
135,28,0,83,0
136,77,0,99,1
137,59,0,129,0
139,19,0,80,0
141,5,0,70,0
142,0,0,53,0
143,21,0,38,0
