time,票据推销,色情欺诈,卡贷诱骗,商务广告
79,49,0,0,3
80,35,0,0,0
81,28,0,0,0
82,57,0,0,0
83,29,0,0,0
84,93,0,0,0
86,40,0,0,0
87,33,0,0,0
88,32,0,0,0
90,86,0,0,5
92,45,0,0,5
94,77,0,0,5
96,126,0,0,0
98,249,0,11,4
99,183,0,0,4
100,127,0,0,1
101,150,0,10,3
102,168,0,2,0
104,194,0,9,12
108,185,0,9,0
109,176,0,11,1
110,171,0,14,1
111,111,0,27,1
112,245,0,12,0
113,207,0,6,5
114,123,0,1,1
115,186,0,17,0
116,173,0,36,3
117,194,0,0,1
119,156,0,16,3
120,132,0,22,6
122,133,0,32,2
123,110,0,71,0
124,71,0,79,0
125,32,0,82,1
126,35,0,97,0
128,56,0,140,5
129,99,0,152,0
130,26,0,121,0
131,107,0,94,0
132,64,0,64,0
133,103,0,22,3
135,53,0,52,0
136,23,0,46,0
137,62,0,35,0
138,88,0,61,1
139,111,0,17,1
140,121,0,91,4
141,49,0,110,0
142,60,0,81,5
143,51,0,152,5
144,25,0,146,7
145,45,0,64,0
147,54,0,64,0
148,0,0,46,0
149,28,0,123,0
150,29,0,96,0
151,35,0,104,7
154,10,0,58,0
155,23,0,89,0
156,8,0,76,0
157,31,0,65,0
158,55,0,45,1
159,83,0,46,4
161,61,4,36,0
162,98,0,62,2
163,56,0,86,0
164,13,0,113,0
165,13,0,93,0
166,17,0,37,0
170,20,0,148,1
171,14,5,75,0
172,31,11,168,0
173,6,0,119,4
174,55,0,57,5
176,41,7,14,1
177,27,0,90,2
178,22,5,115,0
179,38,0,61,5
181,24,0,56,3
182,50,0,52,0
184,14,0,104,0
187,33,0,69,0
188,50,0,114,17
189,52,0,83,17
190,33,0,82,0
191,18,0,32,0
192,19,0,43,0
193,31,0,81,0
194,14,0,124,0
195,37,0,105,0
196,30,0,142,5
