time,票据推销,色情欺诈,卡贷诱骗,商务广告
197,50,0,104,1
198,38,0,173,0
199,30,0,95,5
200,70,0,21,0
201,111,0,73,1
202,125,0,16,3
204,90,0,30,28
205,102,0,48,4
206,108,0,39,5
207,103,0,26,4
208,115,0,31,0
209,166,0,42,0
210,122,0,15,0
211,125,0,35,9
212,136,0,1,0
213,155,0,27,7
214,171,0,81,11
215,65,0,63,11
216,137,0,72,15
217,181,0,154,8
218,161,0,172,13
219,100,0,79,6
220,102,0,76,13
221,183,0,88,19
222,139,0,70,0
223,149,0,77,3
224,124,0,165,8
225,155,0,59,4
228,136,69,97,1
229,157,40,139,0
230,124,71,126,2
231,143,122,46,0
232,133,32,22,5
233,124,65,25,0
234,81,62,32,2
235,153,112,76,0
236,69,87,44,0
238,120,44,28,2
239,79,164,79,0
240,77,136,97,2
241,64,74,30,0
242,86,48,14,0
243,74,154,88,0
244,34,116,115,5
245,39,88,134,10
246,50,137,44,2
248,60,77,27,0
249,62,98,48,6
250,19,102,15,0
251,15,52,59,0
253,7,93,15,0
254,22,69,15,0
255,16,25,5,1
256,13,56,15,1
257,27,48,7,1
258,8,67,0,0
262,18,95,0,0
265,28,78,0,1
266,9,61,0,0
270,11,23,0,0
271,13,52,0,1
272,13,75,0,0
273,9,78,0,0
274,5,110,0,0
275,12,94,0,0
276,5,158,0,0
277,0,53,2,0
279,5,55,0,0
280,0,50,0,0
281,0,98,0,0
282,0,57,0,0
283,0,41,0,0
284,0,66,0,5
285,0,55,0,0
287,0,53,0,0
