time,票据推销,色情欺诈,卡贷诱骗,商务广告
233,40,0,1,0
236,7,0,0,0
239,9,0,6,0
241,84,0,0,0
242,28,5,15,0
243,66,14,0,2
244,28,31,0,5
247,44,113,1,1
248,24,29,5,0
249,58,39,0,0
250,11,49,0,0
251,5,38,0,0
252,8,91,0,0
253,18,56,0,0
254,17,74,0,0
255,0,32,0,0
256,5,56,0,0
259,12,140,1,0
260,26,130,0,0
261,12,154,0,1
262,12,43,0,0
263,19,107,0,0
264,14,58,0,2
266,0,15,0,0
267,0,135,0,1
268,2,53,0,0
269,4,31,0,0
270,0,4,0,0
271,0,46,0,0
272,0,74,0,0
274,4,3,0,0
277,15,37,0,0
278,23,81,3,0
282,0,6,0,0
284,0,33,0,0
286,0,70,0,0
287,0,29,0,0
