time,票据推销,色情欺诈,卡贷诱骗,商务广告
195,12,0,46,0
196,13,0,73,0
198,41,0,59,0
199,29,0,69,0
200,31,0,59,1
201,28,0,119,1
202,41,0,118,0
203,62,0,61,0
204,52,0,43,5
205,76,0,88,0
206,59,0,101,0
207,81,0,56,0
208,39,0,63,0
209,64,0,68,0
210,91,0,48,1
211,105,8,27,0
212,77,3,134,0
213,115,0,67,0
214,195,0,49,0
215,143,0,20,0
216,100,0,73,0
217,86,0,124,0
219,154,0,46,0
220,126,4,159,0
221,100,0,138,2
222,102,10,100,0
223,84,110,69,0
224,75,182,25,0
225,79,185,12,1
226,42,151,10,0
227,58,133,17,0
228,106,142,24,0
229,94,56,10,0
230,30,95,0,0
231,73,125,12,0
232,94,30,0,0
233,66,4,0,0
235,78,192,0,0
236,112,166,0,5
237,138,154,0,6
238,83,73,0,3
239,140,94,0,0
240,87,91,0,0
241,12,93,0,0
242,61,0,0,0
246,33,0,0,0
250,19,0,0,0
252,0,18,0,0
253,1,16,0,0
255,0,60,0,0
256,0,12,0,0
257,2,16,0,0
259,3,43,0,0
261,0,28,0,0
262,0,66,0,0
263,0,32,0,0
266,0,45,0,0
267,0,79,0,0
268,0,5,0,0
